county,state,year,fat_amount
Arlington,VA,2000,104
Ohio,WV,2000,104
Butler,MO,2000,104
Charles,MD,2000,104
Dallas,AL,2000,104
Montgomery,KS,2000,104
Benton,MN,2000,104
Lancaster,SC,2000,104
Baxter,AR,2000,104
Berkeley,SC,2000,104
Cumberland,TN,2000,104
Columbia,OR,2000,104
Cass,IN,2000,104
Laramie,WY,2000,104
Chaves,NM,2000,104
Madison,NE,2000,102
Lincoln,TN,2000,102
Butler,KS,2000,102
Gillespie,TX,2000,102
Clinton,PA,2000,102
Loudon,TN,2000,102
Putnam,OH,2000,102
Tift,GA,2000,102
Clinton,MI,2000,102
Winchester City,VA,2000,102
Blount,AL,2000,102
Wharton,TX,2000,102
Clinton,IN,2000,102
Grand Forks,ND,2000,102
Lewis And Clark,MT,2000,102
Williamson,IL,2000,102
Edgecombe,NC,2000,102
Highlands,FL,2000,102
Chester,SC,2000,100
Petersburg City,VA,2000,100
Washington,MS,2000,100
Todd,MN,2000,100
Bingham,ID,2000,100
Halifax,NC,2000,100
Defiance,OH,2000,100
Jefferson,IN,2000,100
Alcorn,MS,2000,100
Dunn,WI,2000,100
Gratiot,MI,2000,100
Miami,IN,2000,100
Campbell,TN,2000,100
Haywood,NC,2000,100
Franklin,NC,2000,100
White,IN,2000,100
Athens,OH,2000,100
Graves,KY,2000,100
Chilton,AL,2000,98
Vance,NC,2000,98
Coles,IL,2000,98
Livingston Parish,LA,2000,98
Lamoille,VT,2000,98
Albemarle,VA,2000,98
Livingston,IL,2000,98
Henry,IN,2000,98
Meeker,MN,2000,98
Marshall,TN,2000,98
Sawyer,WI,2000,98
Dickinson,MI,2000,98
Garrett,MD,2000,98
Park,WY,2000,98
Garfield,CO,2000,98
Calaveras,CA,2000,98
Wayne,WV,2000,98
Morrison,MN,2000,98
Logan,KY,2000,96
Knox,IL,2000,96
Bureau,IL,2000,96
Osceola,MI,2000,96
Marion,MO,2000,96
Dallas,IA,2000,96
Fremont,CO,2000,96
Dorchester,MD,2000,96
Island,WA,2000,96
Crittenden,AR,2000,96
Greene,AR,2000,96
Tehama,CA,2000,96
Iron,UT,2000,96
Weakley,TN,2000,96
Carter,TN,2000,94
Catoosa,GA,2000,94
Pittsylvania,VA,2000,94
Ward,ND,2000,94
Carroll,TN,2000,94
Nez Perce,ID,2000,94
Campbell,VA,2000,94
Palo Pinto,TX,2000,94
James City,VA,2000,94
Webster,MO,2000,94
Orleans,VT,2000,94
Mcnairy,TN,2000,94
Taos,NM,2000,94
Texas,MO,2000,94
Cochise,AZ,2000,94
Clinton,OH,2000,94
Augusta,VA,2000,94
Franklin,ME,2000,94
Tioga,PA,2000,94
Scotland,NC,2000,94
Talbot,MD,2000,94
Ripley,MO,2000,94
Franklin,GA,2000,94
Isabella,MI,2000,92
San Patricio,TX,2000,92
Hawkins,TN,2000,92
Kewaunee,WI,2000,92
Beltrami,MN,2000,92
Juneau,WI,2000,92
Oceana,MI,2000,92
St. Bernard Parish,LA,2000,92
Hardin,TN,2000,92
Barton,KS,2000,92
Person,NC,2000,92
Marshall,IA,2000,90
Dearborn,IN,2000,90
White,TN,2000,90
Paulding,GA,2000,90
Escambia,AL,2000,90
Bremer,IA,2000,90
Plaquemines Parish,LA,2000,90
Wood,TX,2000,90
Coffee,GA,2000,90
Fillmore,MN,2000,90
Clatsop,OR,2000,90
Gibson,IN,2000,90
Franklin,IL,2000,90
Langlade,WI,2000,90
Hancock,WV,2000,90
Ware,GA,2000,90
Carter,OK,2000,90
Clark,KY,2000,90
Scott,TN,2000,90
Henderson,TN,2000,88
Washington,OK,2000,88
Brown,TX,2000,88
Tallapoosa,AL,2000,88
Franklin,TN,2000,88
Houghton,MI,2000,88
Tipton,TN,2000,88
Halifax,VA,2000,88
Stafford,VA,2000,88
Fayette,TX,2000,88
Spotsylvania,VA,2000,88
Roane,TN,2000,88
Coos,NH,2000,88
Columbus,NC,2000,88
Jasper,IA,2000,88
Crawford,MO,2000,88
Navajo,AZ,2000,88
Van Wert,OH,2000,88
Salem,NJ,2000,88
Giles,TN,2000,86
Otsego,MI,2000,86
Newberry,SC,2000,86
Hardin,IA,2000,86
Waller,TX,2000,86
Hot Spring,AR,2000,86
Washington,TX,2000,86
Dyer,TN,2000,86
Prentiss,MS,2000,86
Marion,AL,2000,86
Barbour,AL,2000,86
Lawrence,OH,2000,86
Tioga,NY,2000,86
Cheatham,TN,2000,86
Laurens,GA,2000,86
Macoupin,IL,2000,84
Le Sueur,MN,2000,84
Yadkin,NC,2000,84
Brown,MN,2000,84
Burnet,TX,2000,84
Orleans,NY,2000,84
Coffee,AL,2000,84
Woodford,IL,2000,84
Cherokee,KS,2000,84
Onslow,NC,2000,84
Calvert,MD,2000,84
Oldham,KY,2000,84
Fredericksburg City,VA,2000,84
Lafayette,MO,2000,84
Mason,MI,2000,84
Scott,KY,2000,84
Obion,TN,2000,84
Bulloch,GA,2000,84
Stoddard,MO,2000,84
Lyon,KS,2000,84
Marion,IA,2000,84
Marquette,MI,2000,84
Henderson,TX,2000,84
Martin,MN,2000,84
Fayette,TN,2000,82
Iberville Parish,LA,2000,82
Wythe,VA,2000,82
Fremont,WY,2000,82
Summit,UT,2000,82
Macon,NC,2000,82
Jefferson,IL,2000,82
Flagler,FL,2000,82
Nassau,FL,2000,82
Dare,NC,2000,82
Jennings,IN,2000,82
Jefferson,OH,2000,82
Lake,CA,2000,82
St. Charles Parish,LA,2000,82
Harrison,IN,2000,82
Scotts Bluff,NE,2000,82
Amherst,VA,2000,82
St. Martin Parish,LA,2000,82
Ripley,IN,2000,82
Shenandoah,VA,2000,82
Jefferson,IA,2000,80
Fayette,OH,2000,80
Washington,IN,2000,80
Yuba,CA,2000,80
Adams,OH,2000,80
Laurel,KY,2000,80
Walker,TX,2000,80
Sumner,KS,2000,80
Shelby,KY,2000,80
Franklin,KY,2000,80
Polk,MN,2000,80
Van Zandt,TX,2000,80
Leflore,MS,2000,80
Taylor,WI,2000,80
Lincoln,MO,2000,80
Taylor,KY,2000,80
Knox,IN,2000,78
Davison,SD,2000,78
Pickaway,OH,2000,78
Webster Parish,LA,2000,78
Park,MT,2000,78
Albany,WY,2000,78
Pulaski,VA,2000,78
Vilas,WI,2000,78
Itawamba,MS,2000,78
Hardin,TX,2000,78
Neshoba,MS,2000,78
Duplin,NC,2000,78
Stevens,WA,2000,78
Stokes,NC,2000,78
Pearl River,MS,2000,78
Gladwin,MI,2000,78
Union,SC,2000,78
Liberty,TX,2000,78
Highland,OH,2000,78
Cocke,TN,2000,78
Jasper,IN,2000,78
Rusk,TX,2000,78
Bristol City,VA,2000,78
Labette,KS,2000,78
Worcester,MD,2000,76
Hopkins,TX,2000,76
Johnson,AR,2000,76
Toombs,GA,2000,76
Clay,MN,2000,76
Chambers,AL,2000,76
Clinton,IL,2000,76
Jackson,IA,2000,76
Neosho,KS,2000,76
Lea,NM,2000,76
Union,MS,2000,76
Hardin,OH,2000,76
Acadia Parish,LA,2000,76
Tishomingo,MS,2000,76
Washington,ME,2000,76
Waynesboro City,VA,2000,74
Louisa,VA,2000,74
Putnam,FL,2000,74
Polk,GA,2000,74
Scott,IN,2000,74
Siskiyou,CA,2000,74
Rhea,TN,2000,74
Okmulgee,OK,2000,74
Washington,IA,2000,74
Mitchell,NC,2000,74
Montezuma,CO,2000,74
Gasconade,MO,2000,74
Oconee,GA,2000,74
Lonoke,AR,2000,74
Culpeper,VA,2000,74
Jackson,OH,2000,74
Brown,SD,2000,74
Panola,MS,2000,74
Newaygo,MI,2000,74
Jo Daviess,IL,2000,74
Clayton,IA,2000,74
Wabasha,MN,2000,74
Emanuel,GA,2000,72
Fauquier,VA,2000,72
Essex,NY,2000,72
Warren,MO,2000,72
Manassas City,VA,2000,72
Price,WI,2000,72
Seneca,NY,2000,72
Perry,PA,2000,72
Becker,MN,2000,72
Ogemaw,MI,2000,72
Carroll,IA,2000,72
Mower,MN,2000,72
Queen Anne'S,MD,2000,72
Russell,AL,2000,72
Blaine,ID,2000,72
Delta,CO,2000,72
Paulding,OH,2000,72
Marshall,KY,2000,72
Titus,TX,2000,72
Richland,ND,2000,72
Union,PA,2000,70
Walton,FL,2000,70
Grainger,TN,2000,70
Jackson,IL,2000,70
Polk,AR,2000,70
Mecklenburg,VA,2000,70
Boyd,KY,2000,70
Clark,AR,2000,70
Grundy,IL,2000,70
Tippah,MS,2000,70
West Baton Rouge Parish,LA,2000,70
Lee,IL,2000,70
Jay,IN,2000,70
Claiborne,TN,2000,70
Bullitt,KY,2000,70
Audrain,MO,2000,70
Vermilion Parish,LA,2000,70
Sheridan,WY,2000,70
Perry,MO,2000,70
Austin,TX,2000,70
Pender,NC,2000,70
Columbia,FL,2000,70
Gage,NE,2000,70
Routt,CO,2000,70
Nicollet,MN,2000,70
Callaway,MO,2000,70
Santa Cruz,AZ,2000,70
Huntingdon,PA,2000,70
Anson,NC,2000,68
Ashe,NC,2000,68
Washburn,WI,2000,68
Bryan,OK,2000,68
Boyle,KY,2000,68
Leavenworth,KS,2000,68
Accomack,VA,2000,68
Morgan,IL,2000,68
Lyon,MN,2000,68
Adams,MS,2000,68
Whitley,KY,2000,68
Kittitas,WA,2000,68
Montgomery,KY,2000,68
Mecosta,MI,2000,68
Abbeville,SC,2000,68
Sagadahoc,ME,2000,68
Covington,AL,2000,68
Carroll,AR,2000,68
Columbia,AR,2000,68
Greenbrier,WV,2000,68
Pike,AL,2000,68
Cook,GA,2000,68
Pike,MS,2000,68
Delaware,OK,2000,68
Haralson,GA,2000,68
Cleburne,AR,2000,68
Fayette,IA,2000,68
Randolph,AR,2000,68
Finney,KS,2000,68
Carroll,IN,2000,68
Gadsden,FL,2000,66
Carlton,MN,2000,66
Buchanan,IA,2000,66
Kauai,HI,2000,66
Montgomery,IL,2000,66
Morton,ND,2000,66
Sumter,GA,2000,66
Fayette,WV,2000,66
Perry,OH,2000,66
Lincoln Parish,LA,2000,66
Erath,TX,2000,66
Ben Hill,GA,2000,66
Curry,OR,2000,66
Lamar,MS,2000,66
San Juan,WA,2000,66
Fayette,IN,2000,66
Macon,TN,2000,66
Stark,ND,2000,66
Wayne,KY,2000,66
Iosco,MI,2000,66
Berkeley,WV,2000,66
Walton,GA,2000,66
Sweetwater,WY,2000,66
Delaware,IA,2000,66
Jackson,NC,2000,66
Patrick,VA,2000,66
Grayson,KY,2000,66
Richland,IL,2000,66
Union,OR,2000,64
St. John The Baptist Parish,LA,2000,64
Silver Bow,MT,2000,64
Hubbard,MN,2000,64
Hamilton,IA,2000,64
Johnson,MO,2000,64
Polk,MO,2000,64
Miami,KS,2000,64
Poweshiek,IA,2000,64
Pickens,GA,2000,64
Hocking,OH,2000,64
Gilmer,GA,2000,64
Scott,MS,2000,64
Mckinley,NM,2000,64
Matanuska-Susitna Borough,AK,2000,64
Henry,IA,2000,64
Greene,NY,2000,64
Lawrence,SD,2000,64
Hempstead,AR,2000,64
Decatur,TN,2000,64
Kendall,TX,2000,64
Lawrence,AR,2000,64
Fannin,TX,2000,64
Shelby,TX,2000,64
Lincoln,MT,2000,64
Ashland,WI,2000,64
Randolph,MO,2000,64
Carroll,OH,2000,64
Franklin,NY,2000,62
Beadle,SD,2000,62
Washington Parish,LA,2000,62
Logan,WV,2000,62
Wyoming,PA,2000,62
Ashley,AR,2000,62
Copiah,MS,2000,62
Hill,TX,2000,62
Cheboygan,MI,2000,62
Mcdonald,MO,2000,62
Renville,MN,2000,62
Union,SD,2000,62
Vernon,WI,2000,62
Burnett,WI,2000,62
Randolph,IL,2000,62
Marshall,MS,2000,62
Campbell,WY,2000,62
Dale,AL,2000,62
Allamakee,IA,2000,62
Dickinson,IA,2000,62
Marion,MS,2000,62
Madison,OH,2000,62
Marion,SC,2000,62
Valencia,NM,2000,62
Colleton,SC,2000,62
Muhlenberg,KY,2000,60
Lincoln,SD,2000,60
Greene,IN,2000,60
Arenac,MI,2000,60
Wayne,MO,2000,60
Arkansas,AR,2000,60
Ste. Genevieve,MO,2000,60
Boone,IA,2000,60
Bell,KY,2000,60
Morgan,MO,2000,60
Rio Arriba,NM,2000,60
Wilson,KS,2000,60
Wayne,TN,2000,60
Bladen,NC,2000,60
Hancock,IA,2000,60
Randolph,WV,2000,60
Logan,AR,2000,60
Riley,KS,2000,60
Caroline,MD,2000,60
Nicholas,WV,2000,60
Cass,MN,2000,60
Eastland,TX,2000,60
Faribault,MN,2000,60
Drew,AR,2000,60
Okanogan,WA,2000,60
Pike,OH,2000,60
Overton,TN,2000,60
Calloway,KY,2000,60
Hood,TX,2000,60
Brookings,SD,2000,60
Pasquotank,NC,2000,60
York,VA,2000,60
Mcdonough,IL,2000,60
Simpson,KY,2000,60
Henry,MO,2000,60
Pacific,WA,2000,60
Eddy,NM,2000,60
Aitkin,MN,2000,60
Houston,TX,2000,58
Teton,WY,2000,58
Williams,ND,2000,58
Le Flore,OK,2000,58
Lyon,NV,2000,58
Iowa,WI,2000,58
Buena Vista,IA,2000,58
Clare,MI,2000,58
Waseca,MN,2000,58
Clarke,AL,2000,58
Lincoln,MS,2000,58
Chickasaw,IA,2000,58
Yankton,SD,2000,58
White,GA,2000,58
Cassia,ID,2000,58
Staunton City,VA,2000,58
Waushara,WI,2000,58
Ouachita,AR,2000,58
Rockbridge,VA,2000,58
Upshur,WV,2000,58
Pike,PA,2000,58
Coryell,TX,2000,58
Rush,IN,2000,58
Fayette,AL,2000,58
Hardeman,TN,2000,58
Franklin,KS,2000,58
Stutsman,ND,2000,58
Allen,KS,2000,58
Posey,IN,2000,58
Montgomery,MO,2000,58
Lawrence,AL,2000,58
Morrow,OH,2000,56
Peach,GA,2000,56
Radford City,VA,2000,56
Orange,IN,2000,56
Clay,MS,2000,56
Ohio,KY,2000,56
Chaffee,CO,2000,56
Humphreys,TN,2000,56
Putnam,WV,2000,56
Transylvania,NC,2000,56
Cedar,IA,2000,56
Crisp,GA,2000,56
Anderson,TX,2000,56
Richland,WI,2000,56
Bourbon,KS,2000,56
Hickman,TN,2000,56
St. Mary'S,MD,2000,56
Pike,KY,2000,56
Summit,CO,2000,56
Potter,PA,2000,56
Custer,OK,2000,56
Blackford,IN,2000,56
Tillamook,OR,2000,56
Autauga,AL,2000,56
Dakota,NE,2000,56
Hale,TX,2000,56
Marion,KY,2000,56
Deaf Smith,TX,2000,56
Benton,IA,2000,56
Baraga,MI,2000,56
Benzie,MI,2000,56
Seminole,OK,2000,56
Kent,MD,2000,56
Alcona,MI,2000,56
Manistee,MI,2000,56
Carroll,VA,2000,56
Mcduffie,GA,2000,54
Garvin,OK,2000,54
Dent,MO,2000,54
Dawson,NE,2000,54
Sumter,FL,2000,54
Rusk,WI,2000,54
Mccurtain,OK,2000,54
Matagorda,TX,2000,54
Jefferson,WV,2000,54
Lake,MT,2000,54
Wasco,OR,2000,54
Clay,IA,2000,54
Hart,GA,2000,54
Idaho,ID,2000,54
Bolivar,MS,2000,54
Perry,IN,2000,54
Newton,IN,2000,54
Moore,TX,2000,54
Warren,VA,2000,54
Wapello,IA,2000,54
Oktibbeha,MS,2000,54
Hertford,NC,2000,54
Redwood,MN,2000,54
Humboldt,IA,2000,54
Pine,MN,2000,54
Rabun,GA,2000,54
Owen,IN,2000,54
Carroll,IL,2000,52
Dawson,GA,2000,52
Clay,IN,2000,52
Hancock,MS,2000,52
Vernon,MO,2000,52
Hancock,IL,2000,52
Iowa,IA,2000,52
Chippewa,MI,2000,52
Saline,MO,2000,52
Polk,NC,2000,52
Ford,KS,2000,52
Howard,TX,2000,52
Polk,TX,2000,52
Malheur,OR,2000,52
Lafayette,MS,2000,52
Fleming,KY,2000,52
Yates,NY,2000,52
Cass,IA,2000,52
Wright,IA,2000,52
Saunders,NE,2000,52
Fannin,GA,2000,52
Union,TN,2000,52
Preston,WV,2000,52
Upshur,TX,2000,52
Page,IA,2000,52
Colorado,TX,2000,52
Coahoma,MS,2000,52
Glenn,CA,2000,52
Williamsburg,SC,2000,52
Russell,KY,2000,52
Benton,MO,2000,52
Grenada,MS,2000,52
Morgan,CO,2000,52
Lewis,NY,2000,52
Christian,IL,2000,52
Woodward,OK,2000,50
Sanders,MT,2000,50
Smith,TN,2000,50
Dillon,SC,2000,50
Gila,AZ,2000,50
Dodge,MN,2000,50
Miller,AR,2000,50
Yazoo,MS,2000,50
Butler,AL,2000,50
Reynolds,MO,2000,50
Cuming,NE,2000,50
Plymouth,IA,2000,50
Brown,IN,2000,50
Schoharie,NY,2000,50
Webster,MS,2000,50
Otero,NM,2000,50
Gogebic,MI,2000,50
Sibley,MN,2000,50
Kossuth,IA,2000,50
Nodaway,MO,2000,50
Butler,IA,2000,50
Bamberg,SC,2000,50
St. James Parish,LA,2000,50
Winston,MS,2000,50
Iroquois,IL,2000,50
Marion,TN,2000,50
Galax City,VA,2000,50
Edgar,IL,2000,50
Dunklin,MO,2000,50
Winneshiek,IA,2000,50
Gunnison,CO,2000,50
Putnam,GA,2000,50
Latah,ID,2000,50
Cherokee,AL,2000,50
Brown,OH,2000,50
Pope,MN,2000,50
St. Francis,AR,2000,50
Ellis,KS,2000,50
Nemaha,KS,2000,50
Young,TX,2000,50
Conway,AR,2000,50
Washington,NE,2000,48
Hutchinson,TX,2000,48
Edgefield,SC,2000,48
Essex,VA,2000,48
O'Brien,IA,2000,48
Adair,KY,2000,48
Jasper,TX,2000,48
Houston,MN,2000,48
Jones,IA,2000,48
Sequoyah,OK,2000,48
Mahaska,IA,2000,48
Marlboro,SC,2000,48
Dekalb,TN,2000,48
Levy,FL,2000,48
Starke,IN,2000,48
Fentress,TN,2000,48
Poinsett,AR,2000,48
Clay,AR,2000,48
Atchison,KS,2000,48
Appomattox,VA,2000,48
Appling,GA,2000,48
Sunflower,MS,2000,48
Piscataquis,ME,2000,48
Plumas,CA,2000,48
Fulton,IL,2000,48
Wright,MO,2000,48
Wayne,GA,2000,48
Hampton,SC,2000,48
Fayette,IL,2000,48
Taylor,FL,2000,48
Okeechobee,FL,2000,46
Marshall,KS,2000,46
Baldwin,GA,2000,46
Linn,MO,2000,46
Tooele,UT,2000,46
Sac,IA,2000,46
Colusa,CA,2000,46
Montague,TX,2000,46
Tipton,IN,2000,46
Putnam,IN,2000,46
Klickitat,WA,2000,46
Jackson,FL,2000,46
Grimes,TX,2000,46
Randolph,AL,2000,46
Monroe,AL,2000,46
Johnson,TN,2000,46
Marshall,WV,2000,46
Jackson,WI,2000,46
Dickinson,KS,2000,46
Geneva,AL,2000,46
Calhoun,MS,2000,46
Gloucester,VA,2000,46
Wilkes,GA,2000,46
Livingston,MO,2000,46
Logan,IL,2000,46
Crawford,WI,2000,46
Carter,MO,2000,46
Pike,MO,2000,46
Nobles,MN,2000,46
Curry,NM,2000,46
Nye,NV,2000,46
Schuyler,NY,2000,46
Pickens,AL,2000,46
Woodford,KY,2000,46
Hopewell City,VA,2000,46
Howard,AR,2000,46
Asotin,WA,2000,46
Uinta,WY,2000,46
Fergus,MT,2000,46
Fountain,IN,2000,46
Lamar,AL,2000,46
Stone,AR,2000,46
Perry,IL,2000,46
Cherokee,NC,2000,46
York,NE,2000,46
Marion,KS,2000,46
Marion,AR,2000,46
Lake,SD,2000,46
Warren,IA,2000,44
Osage,OK,2000,44
Whitman,WA,2000,44
Mcclain,OK,2000,44
Saline,IL,2000,44
Maverick,TX,2000,44
Morgan,GA,2000,44
Warren,IL,2000,44
Pittsburg,OK,2000,44
Teller,CO,2000,44
Montgomery,MS,2000,44
Spencer,IN,2000,44
Morgan,TN,2000,44
Middlesex,VA,2000,44
Natchitoches Parish,LA,2000,44
Somerset,MD,2000,44
Moniteau,MO,2000,44
Yell,AR,2000,44
Upson,GA,2000,44
Lampasas,TX,2000,44
Alleghany,VA,2000,44
Colonial Heights City,VA,2000,44
Madison,ID,2000,44
Henry,AL,2000,44
Casey,KY,2000,44
Iron,MO,2000,44
Chester,TN,2000,44
Hendry,FL,2000,44
Beauregard Parish,LA,2000,44
Greene,PA,2000,44
Chattooga,GA,2000,44
Gallia,OH,2000,44
Clark,IL,2000,44
Jeff Davis,GA,2000,44
Jackson,AR,2000,44
Howard,IA,2000,44
Grant,AR,2000,44
Stone,MO,2000,42
Clay,IL,2000,42
Chippewa,MN,2000,42
Monroe,KY,2000,42
Noxubee,MS,2000,42
Braxton,WV,2000,42
Baker,OR,2000,42
Bibb,AL,2000,42
Jim Wells,TX,2000,42
Osage,MO,2000,42
Pulaski,MO,2000,42
Forest,WI,2000,42
Jefferson,OR,2000,42
Dukes,MA,2000,42
Harris,GA,2000,42
Cameron,PA,2000,42
Sevier,UT,2000,42
Sabine Parish,LA,2000,42
Mariposa,CA,2000,42
Marquette,WI,2000,42
Payette,ID,2000,42
Crawford,IA,2000,42
Hancock,KY,2000,42
Mitchell,IA,2000,42
Missaukee,MI,2000,42
Jefferson,GA,2000,42
Logan,OK,2000,40
Mackinac,MI,2000,40
Monroe,GA,2000,40
Madison,AR,2000,40
Monroe,IL,2000,40
Cass,TX,2000,40
Barnwell,SC,2000,40
Haywood,TN,2000,40
Nottoway,VA,2000,40
Uvalde,TX,2000,40
Harrison,OH,2000,40
Wise,VA,2000,40
Page,VA,2000,40
Pitkin,CO,2000,40
Pottawatomie,KS,2000,40
Uintah,UT,2000,40
Unicoi,TN,2000,40
Avoyelles Parish,LA,2000,40
Benton,TN,2000,40
Shannon,MO,2000,40
Washington,MO,2000,40
Floyd,VA,2000,40
Beckham,OK,2000,40
Brunswick,VA,2000,40
Gray,TX,2000,40
Yellow Medicine,MN,2000,40
Pulaski,IN,2000,40
Kalkaska,MI,2000,40
Meade,SD,2000,40
Rowan,KY,2000,40
Medina,TX,2000,40
Clarendon,SC,2000,40
White,IL,2000,40
Greensville,VA,2000,40
Oscoda,MI,2000,40
Gonzales,TX,2000,40
Roane,WV,2000,40
Clarke,MS,2000,40
Jefferson,ID,2000,40
Grant,KY,2000,40
Wadena,MN,2000,38
Garrard,KY,2000,38
Wetzel,WV,2000,38
Lawrence,IL,2000,38
Lauderdale,TN,2000,38
Scott,AR,2000,38
Monroe,OH,2000,38
Bates,MO,2000,38
Clinton,MO,2000,38
Lincoln,WY,2000,38
Caroline,VA,2000,38
Webster,KY,2000,38
Elko,NV,2000,38
Wilson,TX,2000,38
Kodiak Island Borough,AK,2000,38
Fulton,PA,2000,38
Limestone,TX,2000,38
Leelanau,MI,2000,38
Pennington,MN,2000,38
Bourbon,KY,2000,38
Bayfield,WI,2000,38
Carter,KY,2000,38
Washington,GA,2000,38
Hamilton,NE,2000,38
Franklin,IA,2000,38
Marshall,OK,2000,38
Del Norte,CA,2000,38
Ritchie,WV,2000,38
Buchanan,VA,2000,38
Anderson,KY,2000,38
Madison,MO,2000,38
Lyon,IA,2000,38
Jersey,IL,2000,38
Ford,IL,2000,38
Cherokee,OK,2000,38
Miller,MO,2000,38
Jasper,GA,2000,38
Jerome,ID,2000,38
Union,GA,2000,38
Fairfield,SC,2000,38
Palo Alto,IA,2000,36
Attala,MS,2000,36
Crawford,MI,2000,36
Calhoun,IA,2000,36
Harrison,KY,2000,36
Clay,AL,2000,36
Jefferson,KS,2000,36
Mason,KY,2000,36
Mason,IL,2000,36
Sharp,AR,2000,36
Roseau,MN,2000,36
Watonwan,MN,2000,36
Yancey,NC,2000,36
Marengo,AL,2000,36
Meriwether,GA,2000,36
Grayson,VA,2000,36
Lamar,GA,2000,36
Alleghany,NC,2000,36
Orange,VA,2000,36
Sitka City And Borough,AK,2000,36
Ray,MO,2000,36
Dewitt,TX,2000,36
Martin,NC,2000,36
Crook,OR,2000,36
Iron,MI,2000,36
Clearwater,ID,2000,36
Minidoka,ID,2000,36
Pawnee,OK,2000,36
Wasatch,UT,2000,36
Northumberland,VA,2000,36
Bosque,TX,2000,36
Bertie,NC,2000,36
Conecuh,AL,2000,36
Dade,MO,2000,36
Russell,VA,2000,36
Lumpkin,GA,2000,36
Winn Parish,LA,2000,36
Wayne,MS,2000,36
Suwannee,FL,2000,36
Val Verde,TX,2000,36
New Madrid,MO,2000,36
Cottonwood,MN,2000,36
Parke,IN,2000,36
Cedar,MO,2000,36
Franklin,AR,2000,36
Calhoun,TX,2000,36
Floyd,IA,2000,36
Hale,AL,2000,36
Seward,NE,2000,36
Boundary,ID,2000,34
Sanpete,UT,2000,34
Lancaster,VA,2000,34
Hutchinson,SD,2000,34
Otero,CO,2000,34
Nelson,VA,2000,34
Ketchikan Gateway Borough,AK,2000,34
Saline,NE,2000,34
Newton,AR,2000,34
Wayne,IL,2000,34
Kingfisher,OK,2000,34
Evangeline Parish,LA,2000,34
Bradford,FL,2000,34
Lewis,TN,2000,34
Union,KY,2000,34
Smith,MS,2000,34
Montour,PA,2000,34
Barton,MO,2000,34
Bandera,TX,2000,34
Dade,GA,2000,34
Cass,NE,2000,34
Lincoln,NE,2000,34
Lincoln,NM,2000,34
Lincoln,OK,2000,34
Desha,AR,2000,34
Llano,TX,2000,34
Logan,CO,2000,34
Atascosa,TX,2000,34
Appanoose,IA,2000,34
Prince Edward,VA,2000,34
Prowers,CO,2000,34
Trigg,KY,2000,34
Tate,MS,2000,34
Roscommon,MI,2000,34
Pocahontas,IA,2000,34
Red River,TX,2000,34
Scurry,TX,2000,34
Carbon,UT,2000,34
Leon,TX,2000,34
Red Willow,NE,2000,34
Pierce,GA,2000,34
Bollinger,MO,2000,32
Powell,KY,2000,32
Shelby,IL,2000,32
Caldwell,TX,2000,32
Shelby,IA,2000,32
Jackson,OK,2000,32
Holt,NE,2000,32
Leake,MS,2000,32
Giles,VA,2000,32
Todd,KY,2000,32
Butts,GA,2000,32
Westmoreland,VA,2000,32
Luna,NM,2000,32
Greene,IA,2000,32
Hardy,WV,2000,32
Jasper,MS,2000,32
Prince George,VA,2000,32
Madison,GA,2000,32
Benton,IN,2000,32
Piatt,IL,2000,32
Cooper,MO,2000,32
Towns,GA,2000,32
Madison,VA,2000,32
Stephens,TX,2000,32
Phillips,AR,2000,32
Greene,NC,2000,32
Crawford,IL,2000,32
La Paz,AZ,2000,32
Carroll,KY,2000,32
Camden,GA,2000,32
Wallowa,OR,2000,32
Pike,IL,2000,32
Martinsville City,VA,2000,32
Isle Of Wight,VA,2000,32
Schoolcraft,MI,2000,32
Clarke,IA,2000,32
Cumberland,IL,2000,32
Lewis,WV,2000,32
Grant,WV,2000,32
Walthall,MS,2000,32
Botetourt,VA,2000,32
Grant,MN,2000,32
Washington,IL,2000,32
Lafayette,WI,2000,32
Polk,TN,2000,32
Churchill,NV,2000,32
Los Alamos,NM,2000,32
Valley,ID,2000,32
Oregon,MO,2000,30
Graham,AZ,2000,30
Burleson,TX,2000,30
Jefferson Davis Parish,LA,2000,30
Greene,GA,2000,30
Cannon,TN,2000,30
Greenup,KY,2000,30
Gem,ID,2000,30
Vermillion,IN,2000,30
Simpson,MS,2000,30
Pike,AR,2000,30
Fulton,KY,2000,30
Hockley,TX,2000,30
Inyo,CA,2000,30
Pipestone,MN,2000,30
Harper,KS,2000,30
Clear Creek,CO,2000,30
Clinton,KY,2000,30
Sullivan,IN,2000,30
Jackson,KY,2000,30
Charlotte,VA,2000,30
Tama,IA,2000,30
Presque Isle,MI,2000,30
Clearwater,MN,2000,30
Buffalo,WI,2000,30
Clarke,VA,2000,30
Brooke,WV,2000,30
Oglethorpe,GA,2000,30
Nolan,TX,2000,30
Dallas,MO,2000,30
Mercer,KY,2000,30
Mercer,IL,2000,30
Lincoln,KY,2000,30
Floyd,KY,2000,30
Barbour,WV,2000,30
Shoshone,ID,2000,30
Wilkinson,GA,2000,30
Morehouse Parish,LA,2000,30
Mcculloch,TX,2000,30
King William,VA,2000,30
Adams,WA,2000,30
Morris,TX,2000,30
Crockett,TN,2000,30
Mitchell,GA,2000,30
Winnebago,IA,2000,30
