Year,County_Name,State,Population,Deaths,pollution_death,resp_death,circ_death,canc_death,resp_circ_death,Crude Rate,pollution_Crude_Rate,resp_Crude_Rate,circ_Crude_Rate,canc_Crude_Rate,resp_circ_Crude_Rate
2007,Ada,ID,375368,2103,1327,222,623,482,845,560.2502077960828,353.5197459559685,59.1419620212698,165.97046098761749,128.40732294708127,225.11242300888725
2007,Adair,OK,22345,122,84,15,51,18,66,545.983441485791,375.92302528529876,67.12911165808906,228.2389796375028,80.55493398970687,295.36809129559185
2007,Adams,CO,415746,2105,1310,263,556,491,819,506.31876193637464,315.0962366444897,63.2597788072525,133.73550196514216,118.10095587209497,196.9952807723947
2007,Adams,PA,100502,757,538,73,325,140,398,753.2188414160912,535.3127300949235,72.63537044038924,323.376649220911,139.3007104336232,396.0120196613003
2007,Alameda,CA,1455715,9247,6300,857,3230,2213,4087,635.2204930223293,432.7770202271736,58.87141370391869,221.88409132282075,152.02151520043415,280.7555050267394
2007,Alexandria City,VA,129175,562,376,55,211,110,266,435.068705244823,291.07799496806655,42.57789820011612,163.3443003677182,85.15579640023223,205.92219856783433
2007,Allegheny,PA,1222482,13861,9583,1282,4957,3344,6239,1133.840825468187,783.8970226146479,104.86861974245836,405.48654295114363,273.5418599210459,510.355162693602
2007,Anoka,MN,325767,1284,832,106,318,408,424,394.1467367781267,255.39726246059303,32.53859353464286,97.61578060392857,125.24288832202156,130.15437413857143
2007,Aroostook,ME,72711,670,456,80,231,145,311,921.4561758193397,627.1403226471923,110.02461800827936,317.69608449890666,199.41962014000634,427.72070250718593
2007,Athens,OH,64102,314,230,27,146,57,173,489.84431062993355,358.8031574677857,42.1203706592618,227.7620043056379,88.92078250288603,269.88237496489967
2007,Baltimore,MD,796073,7497,4919,695,2519,1705,3214,941.7478045355136,617.9081566640245,87.30355130748059,316.4282672568973,214.1763380996466,403.7318185643779
2007,Beaver,PA,172161,1969,1353,196,727,430,923,1143.6968883777395,785.8922752539775,113.84692235756066,422.279145683401,249.76620721301572,536.1260680409616
2007,Berks,PA,405223,3372,2352,313,1242,797,1555,832.134405006626,580.421150823127,77.24142015630899,306.49790362343697,196.68182704338108,383.739323779746
2007,Bernalillo,NM,638978,4700,2822,429,1408,985,1837,735.549580736739,441.6427482636335,67.13846173107682,220.3518743994316,154.1524121331251,287.4903361305084
2007,Bexar,TX,1615210,10641,6452,861,3279,2312,4140,658.7997845481392,399.45270274453475,53.30576209904594,203.00765844688925,143.13928219859957,256.31342054593523
2007,Blair,PA,127048,1296,901,121,499,281,620,1020.0868962911655,709.1807820666205,95.23959448397456,392.76493923556455,221.1762483470814,488.0045337195391
2007,Blount,TN,119950,969,579,122,284,173,406,807.8365985827429,482.70112546894535,101.70904543559817,236.7653188828679,144.22676115047938,338.47436431846603
2007,Boyd,KY,49154,436,326,45,202,79,247,887.0081783781585,663.221711356146,91.54900923627781,410.9533303495138,160.7193717703544,502.50233958579156
2007,Bronx,NY,1354056,9090,6380,672,3625,2083,4297,671.3164005033765,471.1769675700267,49.62867119232883,267.7141861193333,153.83411025836452,317.3428573116621
2007,Bucks,PA,621336,4943,3233,449,1550,1234,1999,795.5437959493736,520.3303848481337,72.26363835348347,249.46244865901866,198.6042978356316,321.7260870125021
2007,Cambria,PA,145283,1686,1161,156,639,366,795,1160.4936572069685,799.1299739129836,107.37663732164121,439.8312259521073,251.92211063923514,547.2078632737484
2007,Camden,NJ,513546,4331,2788,361,1435,992,1796,843.3519100528482,542.8919707290097,70.29555288133878,279.42969081640206,193.16672703126886,349.7252436977408
2007,Cass,ND,141316,632,380,76,203,101,279,447.22465962806757,268.9009029409267,53.78018058818534,143.64969288686348,71.47102946587789,197.42987347504882
2007,Charleston,SC,337147,2732,1624,207,757,660,964,810.3290256179056,481.68899619453833,61.397550623318615,224.53113923600094,195.76030633521876,285.92868985931955
2007,Cherokee,OK,45546,276,204,39,139,26,178,605.9807666974049,447.8988275589514,85.62771703332893,305.1859658367365,57.08514468888596,390.81368287006546
2007,Clark,NV,1867817,12444,7864,1071,3847,2946,4918,666.2322914932245,421.02625685492745,57.339664431793906,205.96236140906737,157.72423101406616,263.3020258408613
2007,Contra Costa,CA,1009152,6739,4655,701,2207,1747,2908,667.7884005580923,461.2783802638255,69.46426306443429,218.6984715880264,173.11564561136478,288.16273465246064
2007,Cook,IL,5154235,40077,27092,3358,13894,9840,17252,777.5547680693643,525.6260143357841,65.15030843568444,269.5647365709945,190.9109693291051,334.715045006679
2007,Cumberland,ME,278781,2220,1427,242,612,573,854,796.3239962551249,511.8713255207493,86.80648968186497,219.5271557243858,205.53768011449847,306.3336454062508
2007,Cuyahoga,OH,1301540,13732,9470,1027,5107,3336,6134,1055.057854541543,727.5996127664151,78.90652611521736,392.3813328825853,256.31175376861256,471.2878589978026
2007,Dallas,TX,2291891,13807,8612,1125,4382,3105,5507,602.4283004732773,375.75958018945926,49.08610400756406,191.19582912101842,135.47764706087682,240.28193312858247
2007,Dauphin,PA,263096,2184,1503,203,795,505,998,830.1152431051784,571.2743637303494,77.15814759631465,302.1710706358136,191.9451454982212,379.3292182321282
2007,Daviess,KY,94647,676,461,82,215,164,297,714.2328864095006,487.07301869050264,86.63771699050154,227.15986771899796,173.2754339810031,313.7975847094995
2007,DeKalb,GA,680962,3838,2290,267,1119,904,1386,563.6144160760806,336.28895591824505,39.20923634505303,164.3263500753346,132.75336949785745,203.53558642038763
2007,Denver,CO,564395,4104,2448,434,1190,824,1624,727.1503113953879,433.73878223584546,76.89649979181247,210.8452413646471,145.9970410793859,287.74174115645957
2007,Duchesne,UT,16651,29,11,0,11,0,11,174.1637138910576,66.06209837247012,0.0,66.06209837247012,0.0,66.06209837247012
2007,East Baton Rouge,LA,433344,3380,2058,234,1087,737,1321,779.9808004726037,474.9113867966327,53.998670801949494,250.83997932358585,170.07273667109732,304.83865012553537
2007,El Paso,TX,755578,4021,2484,318,1276,890,1594,532.1753677317233,328.7549399267845,42.08698506309077,168.87733629089254,117.79061857280122,210.9643213539833
2007,Erie,PA,278573,2531,1767,253,887,627,1140,908.5589773596149,634.30411418192,90.82000050256127,318.4084602599678,225.07565341939096,409.22846076252904
2007,Essex,NJ,778996,6136,3846,428,1988,1430,2416,787.6805529168314,493.712419575967,54.94251575104365,255.2002834417635,183.56962038315987,310.14279919280716
2007,Fairbanks North Star,AK,93545,217,116,17,54,45,71,231.97391629696938,124.00448981773478,18.173071783633546,57.72622801860067,48.10519001550056,75.89929980223421
2007,Fairfax,VA,1027727,4215,2779,338,1246,1195,1584,410.1283706665291,270.4025485367223,32.88811133696011,121.23842226583518,116.276014933927,154.1265336027953
2007,Fairfield,CT,897498,6273,4398,643,2179,1576,2822,698.9430617115581,490.02894713971506,71.64361369050404,242.7860563477579,175.59927710145317,314.4296700382619
2007,Fayette,KY,283291,1926,1231,193,557,481,750,679.8662859038939,434.5355129531118,68.1278261575553,196.61761227854043,169.79007451701605,264.74543843609575
2007,Forsyth,NC,338638,2726,1665,275,722,668,997,804.9893987089458,491.6754764674963,81.2076612784153,213.20702342914853,197.26079175993246,294.4146847075638
2007,Fremont,WY,38132,215,148,30,79,39,109,563.8309031784328,388.1254589321305,78.67407951326969,207.1750760516102,102.2763033672506,285.8491555648799
2007,Fresno,CA,895933,5864,3889,585,2024,1280,2609,654.5132281096912,434.0726371279995,65.2950611262226,225.9097499478198,142.86782605395715,291.20481107404237
2007,Garrett,MD,30148,181,123,11,90,22,101,600.3715005970545,407.9872628366724,36.486665782141436,298.5272654902481,72.97333156428287,335.0139312723896
2007,Hamilton,OH,801815,7661,4998,704,2447,1847,3151,955.4573062364759,623.3358068881225,87.80080193061991,305.18261693782233,230.35238801968035,392.98341886844224
2007,Hampton City,VA,140222,906,644,93,330,221,423,646.1182981272553,459.27172626264064,66.32340146339375,235.3411019668811,157.6072228323658,301.66450343027486
2007,Harris,TX,3863344,21521,13181,1528,6680,4973,8208,557.0562704227218,341.1811114930485,39.55122815881786,172.9072016367168,128.72268169751385,212.4584297955346
2007,Hartford,CT,884548,7607,5055,749,2504,1802,3253,859.9872477242615,571.478314348119,84.67601532081922,283.0824330618576,203.71986596544224,367.7584483826768
2007,Haywood,TN,19142,100,72,0,55,17,55,522.4114512590116,376.13624490648834,0.0,287.3262981924564,88.80994671403198,287.3262981924564
2007,Henderson,KY,45696,274,226,33,135,58,168,599.6148459383754,494.5728291316526,72.21638655462185,295.43067226890753,126.92577030812325,367.6470588235294
2007,Henrico,VA,296408,2220,1460,247,702,511,949,748.9676392000216,492.56430325767184,83.33108418126366,236.83571293622302,172.39750614018516,320.16679711748674
2007,Hillsborough,FL,1184686,8750,5499,647,2777,2075,3424,738.5923358594598,464.1736291304194,54.6136275772652,234.40810476362512,175.15189678952905,289.02173234089037
2007,Hillsborough,NH,398843,2792,1882,271,880,731,1151,700.024821797048,471.86486913397,67.94653535351003,220.6381959818776,183.28013779858242,288.58473133538763
2007,Honolulu,HI,925335,6483,4181,560,2088,1533,2648,700.6111300231807,451.8363619662068,60.51862298518915,225.6480085590624,165.66973042195528,286.1666315442516
2007,Humboldt,CA,132001,1137,736,115,386,235,501,861.3571109309779,557.5715335489882,87.12055211702942,292.42202710585525,178.0289543261036,379.5425792228847
2007,Imperial,CA,164596,717,481,53,285,143,338,435.61204403509197,292.2306738924397,32.200053464239716,173.1512308926098,86.87938953559016,205.3512843568495
2007,Jefferson,AL,655163,6779,4102,575,2121,1406,2696,1034.7043407518433,626.1037329641631,87.76441893086148,323.7362305258386,214.60308350746303,411.5006494567001
2007,Jefferson,KY,723040,6877,4535,745,2092,1698,2837,951.123036069927,627.2128789555211,103.03717636645277,289.33392343438817,234.84177915468024,392.3710998008409
2007,Jefferson,LA,432683,3895,2496,268,1264,964,1532,900.1971420185216,576.8657423564133,61.93911015685849,292.1307285010042,222.79590369855066,354.0698386578627
2007,Kay,OK,46461,426,295,43,172,80,215,916.8980435203719,634.9411334237318,92.55074148210326,370.20296592841305,172.18742601321537,462.7537074105163
2007,Kent,MI,598077,3930,2591,377,1336,878,1713,657.1060248095146,433.2218092319216,63.035361667477595,223.3826079250665,146.80383963937754,286.4179695925441
2007,Kern,CA,803281,5143,3498,571,1856,1071,2427,640.2491780584876,435.46405305241876,71.08346892307922,231.0523963594309,133.32818776990865,302.1358652825101
2007,King,WA,1847986,11628,7543,989,3648,2906,4637,629.2255460809768,408.17408789893426,53.517721454599766,197.4040928881496,157.25227355618495,250.92181434274934
2007,Lackawanna,PA,213513,2485,1720,258,954,508,1212,1163.8635586591918,805.5715577037464,120.83573365556195,446.81120119149654,237.92462285668788,567.6469348470584
2007,Lancaster,PA,506639,4229,2834,426,1352,1056,1778,834.7166325529619,559.372649953912,84.08353877218295,266.85667704223323,208.43243413949577,350.9402158144162
2007,Laramie,WY,87654,587,417,69,226,122,295,669.6785086818628,475.7341364912041,78.71859812444384,257.8319300887581,139.18360827800214,336.5505282132019
2007,Lawrence,PA,92007,899,634,83,359,192,442,977.0995685110915,689.0780049344071,90.21052745986718,390.187703109546,208.679774364994,480.3982305694132
2007,Linn,KS,9858,10,0,0,0,0,0,101.44045445323596,0.0,0.0,0.0,0.0,0.0
2007,Litchfield,CT,189866,1463,1078,204,541,333,745,770.5434358968956,567.7688475029757,107.44419748664848,284.93779823665113,175.3868517796762,392.3819957232996
2007,Los Angeles,CA,9700359,58338,41653,5398,22324,13931,27722,601.4004223967381,429.3964790375284,55.64742500767239,230.1358124993106,143.61324153054542,285.783237506983
2007,Luzerne,PA,318232,3982,2719,328,1517,874,1845,1251.2883682344955,854.4081047789035,103.06945875964706,476.69624676336764,274.6423992558888,579.7657055230146
2007,Maricopa,AZ,3711954,24673,15224,2232,7293,5699,9525,664.6903490722137,410.1343928292215,60.13005549098938,196.47333991746666,153.53099742076546,256.60339540845604
2007,Marion,IN,883591,6955,4674,701,2322,1651,3023,787.1288865549785,528.9777736531947,79.33534859454204,262.7912688110223,186.8511562476304,342.12661740556433
2007,McCracken,KY,64925,592,460,54,304,102,358,911.8213323065074,708.5098190219484,83.17289179822873,468.2325760492876,157.10435117443203,551.4054678475164
2007,McLennan,TX,226741,1868,1200,175,627,398,802,823.8474735491155,529.23820570607,77.18057166546853,276.52696248142155,175.53067155917986,353.70753414689005
2007,Mecklenburg,NC,862177,4904,3022,400,1433,1189,1833,568.7927188964678,350.5080743281252,46.39418588062544,166.20717091734065,137.9067175301591,212.60135679796608
2007,Medina,OH,168775,992,678,102,372,204,474,587.7647755888017,401.71826396089466,60.435491038364695,220.41179084580062,120.87098207672939,280.84728188416534
2007,Meigs,TN,11436,33,16,0,16,0,16,288.56243441762854,139.90905911157748,0.0,139.90905911157748,0.0,139.90905911157748
2007,Milwaukee,WI,931453,8087,5181,718,2609,1854,3327,868.2134256908292,556.2277431067375,77.08386789242184,280.1000157817947,199.04385943252103,357.18388367421653
2007,Minnehaha,SD,163577,961,678,121,334,223,455,587.4909064232747,414.4836988085122,73.97127958087017,204.18518495876557,136.32723426887642,278.15646453963575
2007,Monroe,NY,739249,6076,4038,567,1949,1522,2516,821.9152139536204,546.2300253365239,76.69946120995768,263.645943383082,205.88462074348428,340.3454045930397
2007,Montgomery,PA,785170,6997,4697,658,2282,1757,2940,891.1445928907115,598.2143994294229,83.80350752066431,290.6376962950698,223.77319561368878,374.4412038157342
2007,Multnomah,OR,697799,5423,3322,468,1524,1330,1992,777.1578921723877,476.0683233997183,67.06802388653466,218.40100086127956,190.59929865190406,285.4690247478142
2007,New Castle,DE,530555,4026,2634,334,1304,996,1638,758.8280197152039,496.4612528390082,62.95294550046649,245.78036207367754,187.72794526486416,308.7333075741441
2007,New Haven,CT,853598,7420,4889,746,2285,1858,3031,869.2616430685171,572.7520448735821,87.39476896618783,267.690411645763,217.66686426163136,355.0851806119508
2007,Northampton,PA,293212,2503,1700,228,865,607,1093,853.6485546294149,579.7852748182203,77.75943685797307,295.00838983397676,207.01744812627044,372.76782669194984
2007,Oklahoma,OK,695706,6259,3999,671,2052,1276,2723,899.6616386807071,574.8117739389915,96.44878727508458,294.9521780752214,183.41080858868546,391.400965350306
2007,Orange,CA,2931629,16809,12112,1586,6212,4314,7798,573.3672303009691,413.1491399491546,54.099614923989364,211.8958435736582,147.153681451507,265.9954584976476
2007,Orange,FL,1100663,6465,4070,526,1950,1594,2476,587.3732468521246,369.77712524178605,47.78937785680086,177.16594452616286,144.82180285882237,224.95532238296371
2007,Ottawa,OK,32441,359,247,56,140,51,196,1106.6243334052588,761.3822015350945,172.62106593508216,431.5526648377054,157.20847076230694,604.1737307727875
2007,Philadelphia,PA,1493309,15164,9722,1201,4990,3531,6191,1015.4629751779437,651.0373941361098,80.42541764631433,334.1572306870179,236.45474580277758,414.5826483333322
2007,Pima,AZ,955869,7882,5036,759,2400,1877,3159,824.589980426188,526.8504366184069,79.40418613847713,251.08043047739804,196.3658200025317,330.4846166158752
2007,Polk,IA,413024,2837,1918,328,865,725,1193,686.8850236305881,464.37979391028125,79.41427132563726,209.43092895328118,175.53459363136284,288.8452002789184
2007,Prince George's,MD,849916,5209,3375,339,1786,1250,2125,612.8840967813289,397.0980661618325,39.88629464558851,210.13841367852822,147.07335783771572,250.02470832411674
2007,Providence,RI,629110,5556,3720,472,1975,1273,2447,883.1523898841219,591.3115353435805,75.02662491456184,313.93555975902467,202.3493506699941,388.9621846735865
2007,Pulaski,AR,373403,3179,1971,276,948,747,1224,851.3589874746588,527.8479283776509,73.91477840295873,253.88119538407565,200.0519545906166,327.79597378703437
2007,Queens,NY,2177351,14462,11711,1175,7066,3470,8241,664.2015917507099,537.8554031940647,53.964657053456236,324.52278020401855,159.36796593658994,378.4874372574748
2007,Richland,SC,366111,2572,1529,163,823,543,986,702.519181341178,417.63290368221664,44.52201654689425,224.79521238094458,148.31567475437777,269.3172289278388
2007,Riverside,CA,2075183,13783,9587,1345,5086,3156,6431,664.1823877701388,461.9833527934645,64.81356102088347,245.0868188492292,152.08297292335183,309.90037987011266
2007,Roanoke,VA,91120,721,498,82,288,128,370,791.2642669007902,546.5320456540825,89.99122036874452,316.0667251975417,140.47410008779633,406.05794556628626
2007,Rockingham,NH,294132,1878,1389,164,653,572,817,638.4888417445228,472.23695483660396,55.757279044782614,222.0091659527015,194.47050983911984,277.76644499748414
2007,Sacramento,CA,1381161,9492,6501,939,3297,2265,4236,687.2479023082755,470.69096216878404,67.98628110698174,238.71221385486558,163.99246720693677,306.6984949618473
2007,Saint Clair,IL,264764,2414,1553,232,789,532,1021,911.7553745977549,586.5601063588705,87.62520584369477,298.0012388391171,200.93366167605868,385.62644468281184
2007,Saint Louis,MO,999389,8927,6211,816,3284,2111,4100,893.2457731674052,621.479724111432,81.64988808161787,328.60077507356993,211.22906095624427,410.2506631551878
2007,Salt Lake,UT,983719,5362,2936,494,1436,1006,1930,545.074355583251,298.45921447079905,50.217592625536355,145.97664576977775,102.26497607548498,196.1942383953141
2007,San Bernardino,CA,1992161,11947,8082,1139,4262,2681,5401,599.7005262124899,405.69010235618504,57.17409386088775,213.93853207647373,134.57747641882358,271.1126259373615
2007,San Diego,CA,2975742,19092,12840,1559,6362,4919,7921,641.5878795944003,431.4890202174786,52.39029458871099,213.79541640370704,165.3033092250605,266.185710992418
2007,San Francisco,CA,778673,5708,3857,493,1919,1445,2412,733.0419829633234,495.3298753135141,63.31284120548677,246.44491333332476,185.5721207747026,309.7577545388116
2007,Santa Barbara,CA,411243,2659,1892,245,985,662,1230,646.5763550990533,460.0686212288112,59.57548213586614,239.51775470950264,160.9753843834424,299.09323684536884
2007,Santa Clara,CA,1712026,8686,5924,792,2806,2326,3598,507.35210797032283,346.0227823642865,46.26097968138335,163.89938003277987,135.8624226501233,210.16035971416323
2007,Santa Cruz,CA,253304,1458,1017,117,529,371,646,575.5929633957617,401.4938571834633,46.18955879101791,208.83997094400405,146.4643274484414,255.02952973502198
2007,Scott,IA,160077,1095,752,124,343,285,467,684.0458029573268,469.7739213003742,77.46272106548723,214.27188165695262,178.03931857793435,291.73460272243983
2007,Solano,CA,408243,2634,1770,252,838,680,1090,645.20395940653,433.56530301805543,61.7279414466384,205.26990052493247,166.56746104648457,266.9978419715709
2007,St. Louis City,MO,317959,3224,2156,264,1191,701,1455,1013.9672096087861,678.07484612796,83.0295729952604,374.5765963536179,220.46867677908156,457.6061693488783
2007,Steuben,NY,98541,827,598,102,308,188,410,839.2445783988389,606.8539998579272,103.51021402258958,312.5602541074274,190.78353172791023,416.07046813001693
2007,Suffolk,MA,693368,4643,2905,408,1309,1188,1717,669.6299800394595,418.96943614357747,58.843211685569564,188.78863749120237,171.3375869668055,247.63184917677194
2007,Suffolk,NY,1475255,10898,7970,867,4287,2816,5154,738.7197467556456,540.2455846616348,58.76950086595199,290.5938295413335,190.88225425434925,349.36333040728556
2007,Sumner,KS,24290,139,105,20,64,21,84,572.2519555372581,432.27665706051874,82.33841086867024,263.48291477974476,86.45533141210375,345.821325648415
2007,Sweetwater,WY,41470,135,108,28,64,16,92,325.5365324330842,260.4292259464673,67.51868820834338,154.32843019049915,38.58210754762479,221.84711839884253
2007,Travis,TX,955399,4343,2611,356,1246,1009,1602,454.57447621360285,273.28896094720636,37.26191884228474,130.41671594799658,105.61032615692501,167.67863479028134
2007,Tulsa,OK,582094,5364,3504,519,1789,1196,2308,921.5006510975892,601.9646311420491,89.16085718114257,307.33867725831226,205.46509670259445,396.4995344394548
2007,Uinta,WY,20171,41,21,11,10,0,21,203.26210896832083,104.10986069109119,54.53373655247633,49.576124138614844,0.0,104.10986069109119
2007,Uintah,UT,29920,79,52,18,20,14,38,264.0374331550802,173.79679144385028,60.160427807486634,66.84491978609626,46.79144385026738,127.00534759358288
2007,Union,SD,13672,10,10,0,10,0,10,73.14218841427736,73.14218841427736,0.0,73.14218841427736,0.0,73.14218841427736
2007,Ventura,CA,800027,4788,3314,436,1720,1158,2156,598.4798013067059,414.23601953434076,54.49816068707681,214.9927439948902,144.74511485237375,269.490904681967
2007,Wake,NC,821607,3941,2525,320,1213,992,1533,479.669720438117,307.3245481112016,38.948061542805746,147.63749578569804,120.73899078269783,186.58555732850377
2007,Washington,PA,206259,2140,1420,182,727,511,909,1037.530483518295,688.4548068205509,88.23857383192976,352.46946799897216,247.7467649896489,440.70804183090195
2007,Washoe,NV,408724,2948,2031,347,1012,672,1359,721.2691204822814,496.91234182480105,84.89836662393205,247.5998473297384,164.41412787113063,332.4982139536705
2007,Wayne,MI,1900992,18554,12794,1482,7157,4155,8639,976.016732316601,673.017035316298,77.95929704070295,376.487644345689,218.57009392990608,454.4469413863919
2007,Westmoreland,PA,366318,4186,2891,398,1459,1034,1857,1142.7229893152942,789.2050076709306,108.64876964822912,398.2878264240359,282.26841159866564,506.9365960722651
2007,Wyandotte,KS,154267,1164,714,125,362,227,487,754.5359668626472,462.83391781780944,81.0283469568994,234.65809278718066,147.1474780737293,315.6864397440801
2007,York,PA,424919,3368,2222,308,1072,842,1380,792.6216525973185,522.9231924202024,72.48440290973103,252.28337636114176,198.15541314932963,324.76777927087284
2008,Ada,ID,382618,2113,1298,216,588,494,804,552.2479339706966,339.24175025743693,56.45317261602957,153.6780810103027,129.11049663110467,210.13125362633224
2008,Adair,OK,22346,99,89,13,60,16,73,443.03231003311555,398.28157164593216,58.1759599033384,268.50443032310034,71.60118141949343,326.6803902264387
2008,Adams,CO,424913,2295,1379,277,593,509,870,540.1105638095328,324.5370228729175,65.1898153269022,139.5579801041625,119.78922744185279,204.74779543106473
2008,Adams,PA,101056,677,494,59,313,122,372,669.9255858138062,488.837872070931,58.383470550981635,309.72925902469916,120.72514249525017,368.1127295756808
2008,Alameda,CA,1477208,9156,6077,897,2997,2183,3894,619.8179267916231,411.38417880217276,60.72266058672847,202.8827355389356,147.77878267650865,263.6053961256641
2008,Alexandria City,VA,132949,553,392,42,215,135,257,415.94897291442584,294.84990485073223,31.59106123400702,161.7161467931312,101.542696823594,193.30720802713822
2008,Allegheny,PA,1221071,14074,9481,1388,4853,3240,6241,1152.5947303637545,776.4495266859994,113.67070383294666,397.43798681649145,265.34083603656137,511.108690649438
2008,Anoka,MN,327427,1481,941,128,365,448,493,452.31456171910077,287.3923042388074,39.092683254588046,111.47522959316122,136.82439139105816,150.56791284774928
2008,Aroostook,ME,72542,647,483,87,245,151,332,891.8971078823301,665.8211794546608,119.93052300736126,337.73538088279895,208.15527556450058,457.66590389016017
2008,Athens,OH,64546,289,201,29,116,56,145,447.74269513215387,311.405819105754,44.9291977814272,179.7167911257088,86.75983019861805,224.645988907136
2008,Baltimore,MD,798651,7580,5065,725,2544,1796,3269,949.1004205842102,634.1944103244095,90.77807452817314,318.5371332409275,224.8792025553089,409.31520776910065
2008,Beaver,PA,171336,2034,1394,244,697,453,941,1187.141056170332,813.6060139141803,142.41023486015783,406.80300695709013,264.3927720969324,549.213241817248
2008,Berks,PA,407737,3418,2333,304,1198,831,1502,838.2854634237266,572.1825588553405,74.55786450579663,293.816847624817,203.80784672472694,368.3747121306136
2008,Bernalillo,NM,646879,4928,2872,481,1336,1055,1817,761.8117144009931,443.9779309577216,74.35702813045407,206.53012387169778,163.09077895556976,280.8871520021519
2008,Bexar,TX,1651709,10657,6378,894,3197,2287,4091,645.2105062090235,386.14550141701716,54.1257570189422,193.55709752747003,138.46264687060494,247.68285454641222
2008,Blair,PA,127112,1408,1027,143,583,301,726,1107.684561646422,807.9488954622694,112.49921329221475,458.6506388067216,236.79904336333314,571.1498520989363
2008,Blount,TN,121716,1058,642,125,287,230,412,869.2365835222978,527.4573597554964,102.69808406454369,235.79480101219232,188.9644746787604,338.492885076736
2008,Boyd,KY,49244,503,343,53,209,81,262,1021.4442368613436,696.5315571440175,107.62732515636424,424.41718788075707,164.48704410689626,532.0445130371213
2008,Bronx,NY,1363488,9099,6392,756,3567,2069,4323,667.3326057875097,468.7976718533643,55.44603252833908,261.6084630007745,151.74317632425075,317.0544955291136
2008,Bucks,PA,623297,4944,3264,482,1560,1222,2042,793.2013149429566,523.6668875351558,77.33071072057142,250.28196830724357,196.0542085073408,327.61267902781503
2008,Cambria,PA,144646,1644,1176,162,634,380,796,1136.5678967963165,813.0193714309418,111.99756647262973,438.3114638496744,262.71034110863764,550.3090303223041
2008,Camden,NJ,513853,4482,2895,391,1395,1109,1786,872.233887901793,563.3906973395115,76.09180057331572,271.47841892525685,215.82047784093893,347.57021949857256
2008,Cass,ND,144290,634,408,69,225,114,294,439.3928893201192,282.76387830064454,47.82036177143253,155.93596229814955,79.00755423106244,203.7563240695821
2008,Charleston,SC,341921,2706,1690,225,786,679,1011,791.4108814609224,494.26621938985903,65.80467417912325,229.87766179907052,198.58388341166525,295.6823359781938
2008,Cherokee,OK,46217,266,195,33,116,46,149,575.5457948373975,421.92266914771625,71.40229785576736,250.9898954930004,99.53047579894843,322.39219334876776
2008,Clark,NV,1912349,12922,8268,1288,4018,2962,5306,675.7134811689707,432.347861190609,67.35172293341853,210.10809219446867,154.8880460627218,277.4598151278872
2008,Contra Costa,CA,1023344,6860,4700,730,2223,1747,2953,670.351318813615,459.27860035335135,71.33476133147798,217.2290060820213,170.7148329398521,288.56376741349925
2008,Cook,IL,5161831,40766,27452,3622,13847,9983,17469,789.7585178592636,531.8267878200584,70.16889936923545,268.2575233478198,193.4003651030032,338.42642271705523
2008,Cumberland,ME,280681,2195,1402,237,641,524,878,782.0265710896,499.49943173923424,84.43749309714588,228.3731353386941,186.68880330339425,312.81062843584
2008,Cuyahoga,OH,1291479,13979,9446,1126,5029,3291,6155,1082.4024238876511,731.4094925275595,87.18686095554013,389.39851131919295,254.82412025282642,476.5853722747331
2008,Dallas,TX,2314018,13934,8592,1189,4310,3093,5499,602.1560765733024,371.3022111323248,51.38248708523443,186.25611382452513,133.66361022256527,237.6386009097596
2008,Dauphin,PA,265395,2368,1592,228,846,518,1074,892.2549407486954,599.860585165508,85.9096817950602,318.77013508167073,195.1807682887771,404.6798168767309
2008,Daviess,KY,95411,802,539,97,273,169,370,840.5739380155328,564.924379788494,101.66542641833752,286.13053002274376,177.12842334741276,387.7959564410812
2008,DeKalb,GA,685646,3842,2258,283,1115,860,1398,560.3474679353485,329.32446189433034,41.27494362980313,162.62036094427737,125.42915732024981,203.89530457408048
2008,Denver,CO,575721,4214,2453,439,1118,896,1557,731.9517613566294,426.07443536018314,76.25221244317994,194.19128362522818,155.630939291775,270.44349606840814
2008,Duchesne,UT,17412,11,0,0,0,0,0,63.174821961865376,0.0,0.0,0.0,0.0,0.0
2008,East Baton Rouge,LA,433723,3458,2064,260,1045,759,1305,797.2830585419727,475.87976657913003,59.94609462721599,240.9371880209258,174.9964839309882,300.8832826481418
2008,El Paso,TX,769930,4427,2707,391,1305,1011,1696,574.9873365111114,351.5904043224709,50.78383749172003,169.49592820126503,131.3106386294858,220.27976569298505
2008,Erie,PA,278686,2659,1852,282,924,646,1206,954.1204079142834,664.5471964863682,101.18915194878824,331.5559446832636,231.8020998543163,432.74509663205185
2008,Essex,NJ,778165,6081,3935,452,2043,1440,2495,781.4538047843324,505.6768166134431,58.08536749918077,262.5407207982883,185.0507283159741,320.62608829746904
2008,Fairbanks North Star,AK,94552,188,127,18,71,38,89,198.8323885269481,134.31762416448092,19.037143582367374,75.0909552415602,40.189525340553345,94.12809882392757
2008,Fairfax,VA,1044178,4374,2894,368,1264,1262,1632,418.8940966003881,277.15581059934226,35.24303327593571,121.05215777386614,120.8606195495404,156.29519104980184
2008,Fairfield,CT,903824,6429,4398,612,2154,1632,2766,711.3110517091823,486.599160898582,67.71229796951619,238.320735010356,180.56612791870984,306.0330329798722
2008,Fayette,KY,287683,1856,1177,187,548,442,735,645.154562487182,409.1308836462356,65.002103009215,190.48744625160333,153.64133438541728,255.4895492608183
