,State,County,year,avg(NO2 Mean),Population,Area,Deaths,pollution_death,resp_death,circ_death,canc_death,resp_circ_death,Crude Rate,pollution_Crude_Rate,resp_Crude_Rate,circ_Crude_Rate,canc_Crude_Rate,resp_circ_Crude_Rate,population_density,NO2_fiveyears
29,Arizona,Maricopa,2006,22.45639716615653,3642884,9224.86,25457,15775,2514,7626,5635,10140,698.8144557993062,433.03602310696687,69.0112559170152,209.33963310388145,154.68513408607026,278.35088902089666,394.898567566337,26.08027758638815
30,Texas,El Paso,2006,12.920467762376205,744795,1014.75,4275,2659,353,1312,994,1665,573.9834451090569,357.0109896011654,47.39559207567183,176.15585496680296,133.45954255869066,223.5514470424748,733.9689578713969,14.2008346620245
31,Missouri,St. Louis City,2006,13.149854323943678,320131,66.15,3484,2348,248,1297,803,1545,1088.304475355401,733.4497440110455,77.46828642024671,405.14664309298377,250.83481449781493,482.6149295132305,4839.470899470899,17.082369653507875
32,New York,Bronx,2006,24.823803134986267,1348164,57.42,9440,6562,767,3782,2013,4549,700.2115469631291,486.73603508178536,56.89218819075425,280.5296684973045,149.31417839372656,337.4218566880587,23478.99686520376,27.34778900208475
33,South Carolina,Charleston,2006,2.0479737068965496,334826,1357.14,2647,1639,229,789,621,1018,790.5598728892021,489.507983251002,68.39373286423395,235.64478266323405,185.469467723534,304.038515527468,246.71441413560868,2.355526345454541
34,California,Los Angeles,2006,23.210479577543815,9737955,4752.32,59608,42780,5580,23382,13818,28962,612.1203065736081,439.3119499936075,57.30155869481837,240.11201530506148,141.89837599372763,297.4135739998799,2049.0949683522995,29.21526322496506
35,Florida,Orange,2006,8.51996240547944,1083429,1004.31,6526,4058,557,1973,1528,2530,602.346808143404,374.5515396025028,51.410844642334666,182.1069954745535,141.03369948561465,233.51784011688807,1078.7794605251368,10.558440096430502
36,California,Orange,2006,14.374990263610327,2932261,947.91,17104,12344,1599,6585,4160,8184,583.3041465272021,420.9720758145336,54.531298544024565,224.5707322779248,141.8700449925842,279.1020308219493,3093.395997510312,16.203527725018613
37,Pennsylvania,Westmoreland,2006,9.768267395348843,366559,1036.46,4145,2841,376,1509,956,1885,1130.7865855155649,775.0457634378095,102.5755744641381,411.6663347510223,260.803854222649,514.2419092151605,353.664396117554,13.303938547428038
38,Pennsylvania,Washington,2006,11.247958518691622,205992,861.0,2281,1526,203,737,586,940,1107.3245562934485,740.8054681735214,98.5475164084042,357.7808846945512,284.47706707056585,456.32840110295547,239.24738675958187,11.50769532191101
39,Pennsylvania,Lawrence,2006,13.855824122641502,92248,362.78,896,638,102,335,201,437,971.2947706183332,691.6139103286793,110.57150290521204,363.151504639667,217.8909027838002,473.723007544879,254.28083135784772,14.198131856230441
40,Colorado,Adams,2006,19.774713136807833,406575,1197.83,2087,1291,240,563,488,803,513.3124269814917,317.53059091188584,59.02969931746911,138.47383631556295,120.02705527885384,197.503535633032,339.42629588505883,21.7227931974642
41,Arizona,Pima,2006,15.754081230136949,940930,9189.44,7841,5045,855,2406,1784,3261,833.3244768473745,536.1716599534503,90.86754593859268,255.70446260614497,189.59965140871267,346.5720085447376,102.39252881568407,15.921470669843947
42,Texas,Harris,2006,13.308036990521373,3807435,1777.89,20575,12700,1435,6515,4750,7950,540.3900526207276,333.55789396273343,37.689415577678936,171.11257316277232,124.75590522228218,208.80198874045124,2141.547002345477,13.784679761901515
43,California,San Diego,2006,20.42987694852613,2947289,4525.92,19219,13025,1721,6556,4748,8277,652.090785803496,441.9315513341244,58.39264490180638,222.4417082953182,161.0971981369998,280.8343531971245,651.2021865167745,19.88070840820677
44,Pennsylvania,Cambria,2006,9.299154541062826,146093,693.48,1750,1190,144,691,355,835,1197.8671120450672,814.5496361906456,98.56735093399408,472.9863853846522,242.9958998719993,571.5537363186463,210.66649362634823,10.573050890077697
45,Michigan,Kent,2006,11.709512005434828,595191,872.21,3917,2599,396,1301,902,1697,658.1080695104597,436.6665490573614,66.53326411185652,218.58529446849832,151.54799047700655,285.1185585803549,682.3941481982549,14.387523055664309
46,Illinois,Saint Clair,2006,15.090749275147964,263445,673.99,2349,1540,205,827,508,1032,891.6472128907362,584.5622425933307,77.81510372183948,313.9175159900549,192.82962288143636,391.7326197118943,390.8737518360807,16.74241150105589
47,Kansas,Wyandotte,2006,15.182398827089349,153689,155.7,1207,756,109,406,241,515,785.3522373104125,491.90247838166687,70.9224472798964,264.1698495012656,156.81018160050493,335.092296781162,987.0841361592808,16.78767729309658
48,Pennsylvania,Blair,2006,9.551181608040197,127002,527.17,1418,979,119,573,287,692,1116.5178501125968,770.8540022991764,93.69931182186107,451.17399725988565,225.9806932174297,544.8733090817467,240.91279852798908,10.048936819503961
49,Michigan,Wayne,2006,13.418527047619003,1932490,672.26,18547,12693,1327,7126,4240,8453,959.746234133165,656.8209926053951,68.66788443924678,368.7470569058572,219.40605126029112,437.414941345104,2874.6169636747686,19.473946573801772
50,New Jersey,Camden,2006,17.475928888579418,513195,227.59,4533,2943,358,1455,1130,1813,883.289977493935,573.466226288253,69.75905844756866,283.5179610089732,220.18920683171115,353.27701945654184,2254.9101454369697,20.18057078942862
51,Pennsylvania,Lancaster,2006,10.829035800000021,500922,983.9,4243,2857,429,1393,1035,1822,847.038061814015,570.3482777757815,85.64207601183418,278.0872071899417,206.6189945740055,363.7292832017759,509.11881288748856,11.160557143930072
52,Massachusetts,Suffolk,2006,18.676900436111037,687192,120.07,4756,3026,425,1418,1183,1843,692.0918753419713,440.34272808763785,61.84588877635362,206.34698890557516,172.14985040570903,268.1928776819288,5723.261430832015,20.912371491706505
53,Texas,Dallas,2006,15.282540973597362,2275434,908.87,13832,8698,1104,4454,3140,5558,607.8840344303549,382.25674750399264,48.51821674458587,195.74287806194332,137.99565269746344,244.2610948065292,2503.585771342436,17.756604216748713
54,Kansas,Linn,2006,2.7056067987804897,10013,606.35,37,21,0,10,11,10,369.5196244881654,209.727354439229,0.0,99.87016878058525,109.85718565864376,99.87016878058525,16.513564772820978,3.426995950565133
0,Virginia,Alexandria City,2007,16.87189973333335,129175,15.38,562,376,55,211,110,266,435.068705244823,291.07799496806655,42.57789820011612,163.3443003677182,85.15579640023223,205.92219856783436,8398.89466840052,18.129102616883117
1,California,Solano,2007,9.077760182812444,408243,906.85,2634,1770,252,838,680,1090,645.20395940653,433.5653030180554,61.7279414466384,205.26990052493247,166.56746104648457,266.9978419715709,450.1769862711584,11.776775839019427
2,Texas,Harris,2007,15.827310492198546,3863344,1777.89,21521,13181,1528,6680,4973,8208,557.0562704227218,341.1811114930485,39.55122815881786,172.9072016367168,128.72268169751385,212.4584297955346,2172.993829764496,12.893682469150061
3,Pennsylvania,Washington,2007,11.36692082250001,206259,861.0,2140,1420,182,727,511,909,1037.530483518295,688.4548068205509,88.23857383192976,352.46946799897216,247.7467649896489,440.708041830902,239.5574912891986,11.21198169357387
4,Pennsylvania,Dauphin,2007,11.714778877358498,263096,557.57,2184,1503,203,795,505,998,830.1152431051784,571.2743637303494,77.15814759631465,302.1710706358136,191.9451454982212,379.3292182321282,471.8618290080169,11.345484568075115
5,New York,Queens,2007,22.75081463884676,2177351,177.35,14462,11711,1175,7066,3470,8241,664.2015917507099,537.8554031940647,53.96465705345624,324.52278020401855,159.36796593658994,378.4874372574748,12277.141246123483,25.500133938676527
6,Oklahoma,Tulsa,2007,9.638190189873427,582094,587.05,5364,3504,519,1789,1196,2308,921.5006510975892,601.9646311420491,89.16085718114257,307.33867725831226,205.46509670259445,396.4995344394548,991.5577889447236,12.99279812857143
7,Pennsylvania,Erie,2007,10.73331986815921,278573,1558.49,2531,1767,253,887,627,1140,908.5589773596148,634.30411418192,90.82000050256129,318.4084602599678,225.07565341939096,409.228460762529,178.74545232885677,10.705820537581253
8,Connecticut,New Haven,2007,16.45082363043478,853598,862.06,7420,4889,746,2285,1858,3031,869.2616430685171,572.7520448735821,87.39476896618783,267.690411645763,217.66686426163136,355.0851806119508,990.1839779133704,17.444166465116286
9,Pennsylvania,Blair,2007,8.263441613953482,127048,527.17,1296,901,121,499,281,620,1020.0868962911655,709.1807820666205,95.23959448397456,392.76493923556455,221.1762483470814,488.0045337195391,241.0000569076389,9.655555519200577
10,Maine,Aroostook,2007,2.800110227397269,72711,6829.18,670,456,80,231,145,311,921.4561758193396,627.1403226471923,110.02461800827936,317.69608449890666,199.41962014000637,427.72070250718593,10.647105509006938,2.336910172413789
11,Pennsylvania,Bucks,2007,11.841265867816078,621336,622.15,4943,3233,449,1550,1234,1999,795.5437959493736,520.3303848481337,72.26363835348347,249.46244865901863,198.6042978356316,321.7260870125021,998.6916338503576,13.275612584682861
12,California,San Bernardino,2007,17.67971885753421,1992161,20106.39,11947,8082,1139,4262,2681,5401,599.7005262124899,405.690102356185,57.17409386088775,213.9385320764737,134.57747641882358,271.1126259373615,99.08098868071296,20.74778762946527
13,Pennsylvania,Luzerne,2007,9.071981440191355,318232,907.14,3982,2719,328,1517,874,1845,1251.2883682344957,854.4081047789035,103.06945875964706,476.6962467633677,274.6423992558888,579.7657055230146,350.8080340410521,8.562169989247305
14,Pennsylvania,Northampton,2007,10.463894158139547,293212,377.41,2503,1700,228,865,607,1093,853.6485546294149,579.7852748182203,77.75943685797307,295.0083898339768,207.01744812627044,372.7678266919498,776.9057523648022,11.27982370085653
15,North Carolina,Mecklenburg,2007,13.916445365013692,862177,549.74,4904,3022,400,1433,1189,1833,568.7927188964678,350.5080743281252,46.39418588062544,166.20717091734065,137.9067175301591,212.60135679796608,1568.3359406264778,12.185221329936578
16,Missouri,St. Louis City,2007,12.82610670616114,317959,66.15,3224,2156,264,1191,701,1455,1013.967209608786,678.07484612796,83.0295729952604,374.5765963536179,220.4686767790816,457.6061693488783,4806.636432350718,15.938916010114792
17,Pennsylvania,Berks,2007,9.824777094650218,405223,865.68,3372,2352,313,1242,797,1555,832.134405006626,580.421150823127,77.24142015630899,306.49790362343697,196.68182704338108,383.739323779746,468.097911468441,16.34149945148514
18,Virginia,Fairfax,2007,11.034257105263144,1027727,406.81,4215,2779,338,1246,1195,1584,410.1283706665291,270.4025485367223,32.88811133696011,121.23842226583518,116.276014933927,154.1265336027953,2526.307121260539,12.287824906911096
19,Florida,Orange,2007,6.875262552197806,1100663,1004.31,6465,4070,526,1950,1594,2476,587.3732468521246,369.77712524178605,47.78937785680086,177.16594452616286,144.82180285882237,224.9553223829637,1095.93950075176,9.784913729866812
20,Texas,El Paso,2007,12.381305887724544,755578,1014.75,4021,2484,318,1276,890,1594,532.1753677317233,328.7549399267845,42.08698506309077,168.87733629089254,117.79061857280122,210.9643213539833,744.5952204976595,13.89714086295503
21,Indiana,Marion,2007,10.99442851841359,883591,403.11,6955,4674,701,2322,1651,3023,787.1288865549785,528.9777736531947,79.33534859454204,262.7912688110223,186.8511562476304,342.12661740556433,2191.9352037905287,14.36988397295344
22,Michigan,Kent,2007,8.125,598077,872.21,3930,2591,377,1336,878,1713,657.1060248095146,433.2218092319216,63.0353616674776,223.3826079250665,146.80383963937754,286.4179695925441,685.7029843730294,13.851920845618412
23,Louisiana,East Baton Rouge,2007,15.199116918309839,433344,470.59,3380,2058,234,1087,737,1321,779.9808004726037,474.9113867966327,53.99867080194949,250.83997932358585,170.07273667109732,304.83865012553537,920.8525468029496,16.06559119956327
24,Oklahoma,Cherokee,2007,5.3035890785562545,45546,776.45,276,204,39,139,26,178,605.9807666974049,447.8988275589514,85.62771703332893,305.1859658367365,57.08514468888596,390.8136828700655,58.65928263249404,6.267101930304716
25,Pennsylvania,Lawrence,2007,13.468339665024619,92007,362.78,899,634,83,359,192,442,977.0995685110915,689.0780049344071,90.21052745986718,390.187703109546,208.679774364994,480.3982305694132,253.61651689729317,13.987477445244718
26,Wisconsin,Milwaukee,2007,17.253054774193544,931453,1189.8,8087,5181,718,2609,1854,3327,868.2134256908292,556.2277431067375,77.08386789242184,280.1000157817947,199.04385943252103,357.18388367421653,782.8651874264583,14.7652431034483
27,Colorado,Adams,2007,20.723383838526843,415746,1197.83,2105,1310,263,556,491,819,506.3187619363746,315.0962366444897,63.2597788072525,133.73550196514216,118.10095587209496,196.9952807723947,347.0826411093394,20.521055681523602
28,Illinois,Cook,2007,13.98357841867465,5154235,1634.89,40077,27092,3358,13894,9840,17252,777.5547680693643,525.6260143357841,65.15030843568444,269.5647365709945,190.9109693291051,334.715045006679,3152.649413722024,23.45118537151908
29,Pennsylvania,Lackawanna,2007,8.198236335548179,213513,464.57,2485,1720,258,954,508,1212,1163.8635586591918,805.5715577037464,120.83573365556197,446.8112011914965,237.92462285668788,567.6469348470584,459.5927416750974,10.676442493295001
30,California,San Francisco,2007,15.578074936813204,778673,231.89,5708,3857,493,1919,1445,2412,733.0419829633234,495.3298753135141,63.31284120548677,246.4449133333248,185.5721207747026,309.7577545388116,3357.941265255078,16.66337113976001
31,Pennsylvania,Cambria,2007,9.243884939252334,145283,693.48,1686,1161,156,639,366,795,1160.4936572069685,799.1299739129836,107.3766373216412,439.8312259521073,251.92211063923517,547.2078632737484,209.4984714771875,10.10926747452789
32,Pennsylvania,Westmoreland,2007,9.894116873239447,366318,1036.46,4186,2891,398,1459,1034,1857,1142.7229893152942,789.2050076709306,108.64876964822912,398.2878264240359,282.26841159866564,506.9365960722651,353.43187387839373,12.218139514065376
33,New Hampshire,Hillsborough,2007,7.621771135869574,398843,892.28,2792,1882,271,880,731,1151,700.024821797048,471.86486913397,67.94653535351003,220.6381959818776,183.2801377985824,288.58473133538763,446.9930963374725,9.12118912364664
34,New Jersey,Camden,2007,18.006937571328194,513546,227.59,4331,2788,361,1435,992,1796,843.3519100528482,542.8919707290097,70.29555288133878,279.42969081640206,193.1667270312689,349.7252436977408,2256.452392460126,19.40471184806936
35,Colorado,Denver,2007,27.028075037790664,564395,154.88,4104,2448,434,1190,824,1624,727.1503113953879,433.7387822358455,76.89649979181247,210.8452413646471,145.9970410793859,287.7417411564596,3644.0792871900826,30.29114084625594
36,Pennsylvania,Allegheny,2007,18.511926373401543,1222482,744.73,13861,9583,1282,4957,3344,6239,1133.840825468187,783.8970226146479,104.86861974245836,405.4865429511436,273.5418599210459,510.355162693602,1641.5103460314476,18.981441006604353
37,Pennsylvania,Montgomery,2007,12.477194879807676,785170,487.47,6997,4697,658,2282,1757,2940,891.1445928907115,598.2143994294229,83.80350752066431,290.6376962950698,223.7731956136888,374.4412038157342,1610.7042484665722,12.757090071164061
38,Texas,Dallas,2007,15.71336914328356,2291891,908.87,13807,8612,1125,4382,3105,5507,602.4283004732773,375.75958018945926,49.08610400756406,191.1958291210184,135.47764706087682,240.28193312858247,2521.6928713677426,17.042218838953566
39,California,Santa Barbara,2007,4.216670979360147,411243,3789.56,2659,1892,245,985,662,1230,646.5763550990533,460.0686212288112,59.57548213586614,239.51775470950264,160.9753843834424,299.09323684536884,108.51998648919664,4.7063144832522585
40,New York,Suffolk,2007,9.5114992604563,1475255,2373.39,10898,7970,867,4287,2816,5154,738.7197467556456,540.2455846616348,58.76950086595199,290.5938295413335,190.88225425434925,349.3633304072856,621.5813667370302,14.073755104009383
41,Illinois,Saint Clair,2007,16.012798339677904,264764,673.99,2414,1553,232,789,532,1021,911.7553745977548,586.5601063588705,87.62520584369477,298.0012388391171,200.93366167605868,385.62644468281184,392.83075416549207,15.915946638700234
42,Pennsylvania,York,2007,12.51843999069767,424919,910.34,3368,2222,308,1072,842,1380,792.6216525973185,522.9231924202024,72.48440290973103,252.28337636114176,198.15541314932963,324.76777927087284,466.7695586264472,13.801682731091987
43,Pennsylvania,Lancaster,2007,9.67817054716982,506639,983.9,4229,2834,426,1352,1056,1778,834.7166325529619,559.372649953912,84.08353877218295,266.85667704223323,208.43243413949577,350.9402158144162,514.9293627401158,11.087151814419583
44,New York,Bronx,2007,24.267353994202868,1354056,57.42,9090,6380,672,3625,2083,4297,671.3164005033765,471.1769675700267,49.62867119232883,267.7141861193333,153.83411025836452,317.3428573116621,23581.6091954023,26.065017573718677
45,South Carolina,Charleston,2007,2.030434320132013,337147,1357.14,2732,1624,207,757,660,964,810.3290256179056,481.68899619453833,61.397550623318615,224.5311392360009,195.7603063352188,285.92868985931955,248.42462826237528,2.2017500261755454
46,Maryland,Baltimore,2007,14.268116718995302,796073,682.08,7497,4919,695,2519,1705,3214,941.7478045355136,617.9081566640245,87.30355130748059,316.4282672568973,214.1763380996466,403.7318185643779,1167.1255571193994,11.530203601226999
47,Pennsylvania,Beaver,2007,13.43422860902255,172161,443.94,1969,1353,196,727,430,923,1143.6968883777397,785.8922752539775,113.84692235756066,422.279145683401,249.7662072130157,536.1260680409616,387.8024057305041,14.057224533827858
48,California,Sacramento,2007,12.438965227194466,1381161,995.65,9492,6501,939,3297,2265,4236,687.2479023082755,470.690962168784,67.98628110698174,238.7122138548656,163.99246720693677,306.6984949618473,1387.1952995530555,13.410538005310608
49,California,Fresno,2007,15.194321851485157,895933,6017.89,5864,3889,585,2024,1280,2609,654.5132281096912,434.0726371279995,65.2950611262226,225.9097499478198,142.86782605395717,291.2048110740424,148.87826131750495,14.569434467800763
50,Iowa,Scott,2007,6.946523404651169,160077,468.2,1095,752,124,343,285,467,684.0458029573268,469.7739213003742,77.46272106548723,214.27188165695264,178.03931857793435,291.73460272243983,341.8987612131568,8.230118000000003
51,California,Imperial,2007,14.51859736376212,164596,4482.08,717,481,53,285,143,338,435.612044035092,292.2306738924397,32.20005346423972,173.1512308926098,86.87938953559016,205.3512843568495,36.72312854746011,13.762233775893392
52,Pennsylvania,Philadelphia,2007,20.406025129834223,1493309,142.68,15164,9722,1201,4990,3531,6191,1015.4629751779436,651.0373941361098,80.42541764631433,334.1572306870179,236.4547458027776,414.5826483333322,10466.141014858424,22.564846925228203
53,California,Humboldt,2007,3.3160046477857836,132001,4052.52,1137,736,115,386,235,501,861.3571109309779,557.5715335489882,87.12055211702942,292.42202710585525,178.0289543261036,379.5425792228847,32.57257212795989,5.482968953846152
54,California,Contra Costa,2007,10.031874503088554,1009152,802.18,6739,4655,701,2207,1747,2908,667.7884005580923,461.2783802638255,69.46426306443429,218.6984715880264,173.11564561136478,288.16273465246064,1258.011917524745,11.30873779987423
55,California,Santa Cruz,2007,4.0024875589040985,253304,607.72,1458,1017,117,529,371,646,575.5929633957617,401.4938571834633,46.18955879101791,208.83997094400405,146.4643274484414,255.029529735022,416.81037319818336,4.108635001372797
56,Kansas,Wyandotte,2007,13.393603279452053,154267,155.7,1164,714,125,362,227,487,754.5359668626472,462.83391781780944,81.0283469568994,234.65809278718064,147.1474780737293,315.6864397440801,990.796403339756,16.13967472556984
57,Arizona,Pima,2007,13.394700139726007,955869,9189.44,7882,5036,759,2400,1877,3159,824.589980426188,526.8504366184069,79.40418613847713,251.08043047739804,196.3658200025317,330.4846166158752,104.01819915032908,15.953254141527315
58,California,Riverside,2007,20.518092607476632,2075183,7303.81,13783,9587,1345,5086,3156,6431,664.1823877701388,461.9833527934645,64.81356102088347,245.0868188492292,152.08297292335183,309.90037987011266,284.1233547970169,20.646554781136
59,Arizona,Maricopa,2007,21.699206746856227,3711954,9224.86,24673,15224,2232,7293,5699,9525,664.6903490722137,410.1343928292215,60.13005549098938,196.47333991746663,153.53099742076546,256.60339540845604,402.3859440685279,25.153773032551264
60,California,Orange,2007,13.261895999999984,2931629,947.91,16809,12112,1586,6212,4314,7798,573.3672303009691,413.1491399491546,54.09961492398936,211.8958435736582,147.153681451507,265.9954584976476,3092.7292675464973,15.804970637215892
61,California,Alameda,2007,20.42903320833333,1455715,821.26,9247,6300,857,3230,2213,4087,635.2204930223293,432.7770202271736,58.87141370391869,221.88409132282075,152.02151520043415,280.7555050267394,1772.538538343521,18.668563418258184
62,Massachusetts,Suffolk,2007,19.697182419889547,693368,120.07,4643,2905,408,1309,1188,1717,669.6299800394595,418.9694361435775,58.84321168556957,188.7886374912024,171.3375869668055,247.63184917677196,5774.698092779213,19.83806482662103
63,California,Los Angeles,2007,23.13300644340985,9700359,4752.32,58338,41653,5398,22324,13931,27722,601.4004223967381,429.3964790375284,55.64742500767239,230.1358124993106,143.61324153054542,285.783237506983,2041.1838849235744,27.08989827220508
64,California,San Diego,2007,18.36884945113139,2975742,4525.92,19092,12840,1559,6362,4919,7921,641.5878795944003,431.4890202174786,52.39029458871099,213.79541640370704,165.3033092250605,266.185710992418,657.488864142539,20.11068646653083
0,California,Humboldt,2008,3.527425414668551,132657,4052.52,1145,713,139,386,188,525,863.1282178852229,537.4763487791823,104.78150417995282,290.97597563641574,141.71886896281387,395.7574798163686,32.73444671463682,4.399486800815968
1,Pennsylvania,Lackawanna,2008,9.436453053990597,214044,464.57,2681,1827,259,983,585,1242,1252.5462054530844,853.5628188596737,121.00315822914914,459.2513688774271,273.3082917530975,580.2545271065762,460.7357341197237,9.825838075083539
2,Illinois,Saint Clair,2008,14.45225684545454,266518,673.99,2308,1539,239,749,551,988,865.9827854028621,577.4469266616139,89.67499380904854,281.03167515890107,206.7402576936642,370.70666896794967,395.4331666641938,15.61640700908892
3,Pennsylvania,Allegheny,2008,16.059351259886956,1221071,744.73,14074,9481,1388,4853,3240,6241,1152.5947303637545,776.4495266859994,113.67070383294666,397.43798681649145,265.34083603656137,511.108690649438,1639.6156996495374,18.81446831477303
4,North Carolina,Mecklenburg,2008,11.20820337190089,887991,549.74,4914,2938,416,1341,1181,1757,553.3839869998682,330.85920915865137,46.8473216507825,151.01504407139262,132.99684343647627,197.8623657221751,1615.2926838141666,12.417429859381032
5,Colorado,Adams,2008,17.30316025368735,424913,1197.83,2295,1379,277,593,509,870,540.1105638095328,324.5370228729175,65.1898153269022,139.5579801041625,119.7892274418528,204.74779543106476,354.7356469615889,20.711869807240035
6,Pennsylvania,Westmoreland,2008,8.478918128878252,366058,1036.46,4248,2923,465,1493,965,1958,1160.4718377961965,798.5073403668271,127.0290500412503,407.8588638958854,263.6194264296915,534.8879139371356,353.18102001042007,11.268389880870124
7,Pennsylvania,Northampton,2008,10.21632444292238,295096,377.41,2589,1771,217,924,630,1141,877.3416108656166,600.143682056009,73.53539187247539,313.11844281183073,213.48984737170275,386.6538346843061,781.8976709679129,11.139065449151103
8,Wyoming,Uinta,2008,2.2701783826366615,20613,2087.66,47,34,11,23,0,34,228.0114490855285,164.94445252995683,53.36438170086839,111.58007082908844,0.0,164.94445252995683,9.873734228753724,1.7338185817174512
9,Oklahoma,Cherokee,2008,6.001133671875004,46217,776.45,266,195,33,116,46,149,575.5457948373975,421.92266914771625,71.40229785576736,250.9898954930004,99.53047579894844,322.39219334876776,59.52347221327838,6.012066180193181
10,Pennsylvania,Dauphin,2008,11.447172218097458,265395,557.57,2368,1592,228,846,518,1074,892.2549407486954,599.860585165508,85.9096817950602,318.7701350816708,195.1807682887771,404.6798168767309,475.9850781067848,11.530131722716806
11,California,Santa Cruz,2008,3.562149688705242,256520,607.72,1428,955,118,497,340,615,556.6817402151879,372.2906595976922,46.00031186652113,193.7470762513644,132.54327147980666,239.74738811788555,422.1022839465544,3.983967349840005
12,California,Los Angeles,2008,22.599809342253444,9735147,4752.32,58141,40996,5648,21596,13752,27244,597.2277562937672,421.1133124132588,58.01658670382687,221.8353764971397,141.26134921229232,279.85196320096657,2048.504099050569,25.599735976347628
13,Pennsylvania,Lancaster,2008,9.718725545691886,511957,983.9,4537,3034,483,1396,1155,1879,886.207240061177,592.6278964834938,94.34386091019364,272.67915078805447,225.6048847852456,367.0230116982481,520.3343835755667,10.907781219308088
14,Louisiana,East Baton Rouge,2008,13.101188951049007,433723,470.59,3458,2064,260,1045,759,1305,797.2830585419727,475.87976657913,59.94609462721599,240.9371880209258,174.9964839309882,300.8832826481418,921.6579187828046,15.503910000641776
15,Maryland,Prince George's,2008,8.918129584070796,850167,499.42,5342,3340,319,1751,1270,2070,628.3471365037692,392.8639902513271,37.52203978747705,205.95953500900413,149.38241545484593,243.48157479648117,1702.3086780665571,11.22365565312047
16,Connecticut,Hartford,2008,7.507890600000001,887891,750.61,7565,5143,786,2546,1811,3332,852.018997827436,579.2377667979516,88.52437968174021,286.7469092489956,203.96647786721567,375.2712889307359,1182.8925807010298,9.12368075543479
17,Texas,Dallas,2008,12.53581149936789,2314018,908.87,13934,8592,1189,4310,3093,5499,602.1560765733024,371.3022111323248,51.38248708523443,186.25611382452516,133.66361022256527,237.6386009097596,2546.0384873524267,16.505202927244596
18,Iowa,Polk,2008,8.022635548148136,419495,591.94,2873,1957,346,900,711,1246,684.8710950070919,466.5133076675526,82.4801249120967,214.5436775170145,169.48950523844147,297.0238024291112,708.6782444166638,7.861895005681824
19,Pennsylvania,Cambria,2008,8.726930587822023,144646,693.48,1644,1176,162,634,380,796,1136.5678967963163,813.0193714309418,111.99756647262971,438.3114638496744,262.71034110863764,550.3090303223041,208.57991578704505,9.943172488215676
20,Maine,Aroostook,2008,2.576675368750004,72542,6829.18,647,483,87,245,151,332,891.8971078823301,665.8211794546608,119.93052300736126,337.7353808827989,208.15527556450056,457.66590389016017,10.622358760495404,2.5685101999055293
21,California,Contra Costa,2008,9.798403982093724,1023344,802.18,6860,4700,730,2223,1747,2953,670.351318813615,459.27860035335135,71.33476133147798,217.2290060820213,170.7148329398521,288.56376741349925,1275.7037073973422,10.708663870514824
22,New York,Bronx,2008,22.914444549180324,1363488,57.42,9099,6392,756,3567,2069,4323,667.3326057875097,468.7976718533643,55.44603252833908,261.6084630007745,151.74317632425075,317.0544955291136,23745.87251828631,25.398305405235323
23,Pennsylvania,Beaver,2008,11.342578010204061,171336,443.94,2034,1394,244,697,453,941,1187.141056170332,813.6060139141803,142.41023486015783,406.8030069570901,264.3927720969324,549.213241817248,385.9440464927693,13.71503047663476
24,California,Solano,2008,8.839806648834028,408972,906.85,2560,1693,247,776,670,1023,625.9597234040473,413.9647702043172,60.39533268781237,189.74404115685184,163.82539635965298,250.13937384466416,450.98086783922366,10.99861199316434
25,Virginia,Fairfax,2008,8.853757627785054,1044178,406.81,4374,2894,368,1264,1262,1632,418.8940966003881,277.15581059934226,35.24303327593571,121.05215777386614,120.8606195495404,156.29519104980184,2566.746146849881,11.661041006087121
26,Florida,Hillsborough,2008,4.0199283669064645,1196773,1266.36,9107,5762,811,2827,2124,3638,760.9630230628532,481.4613966057056,67.76556623520084,236.21856442282703,177.47726594767764,303.9841306580279,945.0495909535994,5.399386000000014
27,California,Alameda,2008,14.28586698895028,1477208,821.26,9156,6077,897,2997,2183,3894,619.8179267916231,411.3841788021728,60.72266058672847,202.8827355389356,147.77878267650863,263.6053961256641,1798.709300343375,19.428620730217077
28,Iowa,Scott,2008,6.901693146341473,161824,468.2,1106,807,141,386,280,527,683.458572276053,498.6899347439193,87.13169863555467,238.5307494561993,173.02748665216532,325.662448091754,345.6300726185391,7.588320702325586
29,California,Fresno,2008,15.269006729658788,909630,6017.89,5902,3855,606,2056,1193,2662,648.8352407022635,423.7986873783847,66.6204940470301,226.02596660180512,131.15222672954937,292.6464606488352,151.15430823760488,14.881878159642959
30,Kansas,Wyandotte,2008,16.807892210374636,155092,155.7,1223,740,127,376,237,503,788.5642070512986,477.1361514455936,81.88688004539242,242.43674722100428,152.81252417919686,324.3236272663967,996.0950545921644,15.45027764415617
31,Texas,McLennan,2008,3.0513844410112374,229037,1060.27,1912,1169,176,598,395,774,834.7996175290456,510.39788331143,76.8434794378201,261.0931858171387,172.4612180564712,337.9366652549588,216.0176181538665,3.2515292222222203
32,New Jersey,Camden,2008,15.715290458955216,513853,227.59,4482,2895,391,1395,1109,1786,872.233887901793,563.3906973395115,76.09180057331572,271.47841892525685,215.8204778409389,347.57021949857256,2257.8013093721165,18.94013951429031
33,California,San Francisco,2008,15.69076091232879,791152,231.89,5618,3741,499,1805,1437,2304,710.1037474467612,472.8547737982082,63.07258276538517,228.14832042388815,181.6338706089348,291.2209031892734,3411.7555737634225,16.051011094538374
