,State,County,year,avg(NO2 Mean),avg(O3 Mean),avg(SO2 Mean),Population,Area,Deaths,pollution_death,resp_death,circ_death,canc_death,resp_circ_death,Crude Rate,pollution_Crude_Rate,resp_Crude_Rate,circ_Crude_Rate,canc_Crude_Rate,resp_circ_Crude_Rate,population_density,NO2_tenyears,SO2_tenyears,O3_tenyears
20,Illinois,Saint Clair,2010,11.433345902777768,0.024587344135802464,1.6206556126543197,270056,673.99,2246,1474,230,714,530,944,831.6793553929556,545.8127203246734,85.16752081049856,264.38960808128684,196.255591432888,349.5571288917854,400.6825027077553,15.866903148821287,3.642719577903642,0.020910234510215384
21,Tennessee,Blount,2010,0.8958425559566805,0.04434198916967497,0.8818676046931411,123010,566.66,1155,688,147,292,249,439,938.9480530038207,559.3041216161288,119.50247947321355,237.37907487196165,202.4225672709536,356.8815543451752,217.0790244591113,1.0052602336855458,1.0250891137810232,0.03686855881248653
22,Pennsylvania,Cambria,2010,8.430811570093455,0.02703714485981304,3.261864700934574,143679,693.48,1708,1138,158,617,363,775,1188.7610576354234,792.0433744666932,109.9673577906305,429.429492131766,252.64652454429665,539.3968499223964,207.18549922131857,10.00527853082453,5.07811814639699,0.026123893024031307
23,California,Fresno,2010,12.916266709677414,0.02894710752688172,0.7467599233870963,930450,6017.89,5897,3826,585,2012,1229,2597,633.7793540759847,411.1988822612715,62.87280348218604,216.23945402762104,132.08662475146434,279.1122575098071,154.61399261202843,14.81871463415399,1.1622273633061746,0.031627815712919116
24,Iowa,Scott,2010,6.9486863050000185,0.030580880000000074,0.5310049925000003,165224,468.2,1245,827,154,401,272,555,753.5224906793202,500.5326102745364,93.20679804386772,242.7008182830581,164.62499394761053,335.90761632692585,352.8919265271252,6.922785026785595,0.6151666272631902,0.02510415541521515
25,Virginia,Alexandria City,2010,13.690269637254898,0.033322995098039196,1.3536852622549025,139966,15.38,582,403,46,223,134,269,415.815269422574,287.92706800222913,32.865124387351216,159.3244073560722,95.73753625880572,192.1895317434234,9100.520156046814,16.781260267030866,2.763000488381386,0.027719280830166504
26,California,Solano,2010,9.26397542797206,0.02309811888111883,0.5491519055944061,413344,906.85,2799,1820,298,772,750,1070,677.1599442595029,440.3112177750252,72.09491367964698,186.7693736935821,181.44693040179607,258.8642873732291,455.8019518112146,11.274449538352219,1.1218749785304585,0.02164817998175497
27,Maine,Cumberland,2010,9.79896604843307,0.024309666666666622,1.5720016324786323,281674,1217.01,2211,1349,230,545,574,775,784.9499776337185,478.9224422559413,81.654678813096,193.48608675277092,203.78167669007436,275.1407655658669,231.4475641120451,10.460118464885944,2.46547913063797,0.02092724189675867
28,Oregon,Multnomah,2010,9.054466978082166,0.019020553424657576,1.338063201369862,735334,465.7,5149,3082,428,1364,1290,1792,700.2260197406893,419.12926642858895,58.20484296931735,185.49393880875903,175.43048465051254,243.69878177807635,1578.986471977668,10.912453678589328,1.2480872274288803,0.018667691182109484
29,Pennsylvania,Berks,2010,7.352322029268302,0.029960756097560947,3.0998379048780524,411442,865.68,3517,2312,307,1185,820,1492,854.7984892159769,561.9261038007787,74.61562018461898,288.0114329601742,199.29905065598552,362.6270531447932,475.2818593475649,14.220862889629482,5.350842997328802,0.027051345709986557
30,Connecticut,Fairfield,2010,8.431723079545419,0.03133565909090919,0.5699219318181802,916829,837.01,6332,4203,564,2066,1573,2630,690.6413300626398,458.42790749420016,61.516378735838416,225.34191217773437,171.56961658062735,286.8582909135728,1095.3620625798976,9.970011570652277,0.6298645480046531,0.028704308249543658
31,New York,Bronx,2010,20.115864936813196,0.023560021978021994,4.823191203296715,1385108,57.42,8800,6269,880,3364,2025,4244,635.3295194309758,452.6000860582712,63.53295194309758,242.86914810975028,146.1979860054234,306.40210005284786,24122.39637756879,25.85747279851507,7.974208387877179,0.01769409930676765
32,California,Riverside,2010,16.920116675090206,0.031032238267148012,1.2604395794223833,2189641,7303.81,13961,9644,1279,4960,3405,6239,637.5931031616599,440.43749637497655,58.411401686395166,226.52115118414383,155.50494350443748,284.93255287053904,299.79435390570126,20.630193658733948,1.6210902693847857,0.02685653068576801
33,California,Imperial,2010,13.87090537536654,0.027310099706744802,0.49045319648093977,174528,4482.08,771,554,67,303,184,370,441.7629262926293,317.4275760909424,38.38925559222589,173.61111111111111,105.42720938760544,212.000366703337,38.93906400599722,14.483829580441043,0.6482680890316548,0.02542413448671104
34,Louisiana,East Baton Rouge,2010,12.698542830028297,0.02529160339943342,1.3596249348441953,440171,470.59,3367,1989,236,1037,716,1273,764.9299931163116,451.8698414934197,53.6155266930352,235.59025924015896,162.66405556022548,289.20578593319414,935.3598674004973,15.620871835625106,3.1694325979184232,0.022442019644370904
35,South Carolina,Charleston,2010,1.4259290818965524,0.03257925862068965,0.6528509504310347,350209,1357.14,2706,1627,244,725,658,969,772.6814559306014,464.5797223943417,69.67268117038682,207.0192370841412,187.88780413981365,276.691918254528,258.04928010374755,1.9248144822547701,0.8331960881169758,0.031551595661104
36,Texas,El Paso,2010,13.599435385638278,0.02765370212765961,0.4240510585106379,800647,1014.75,4505,2764,402,1330,1032,1732,562.6699406854706,345.2208026758359,50.20939315328727,166.1156539648559,128.89575555769272,216.32504711814323,789.0091155457009,14.134362024474019,0.5366462751727292,0.029685683328847412
37,Illinois,Cook,2010,14.395973055045863,0.02777710353866307,2.522133397771952,5194675,1634.89,38734,26076,3268,13121,9687,16389,745.6481878077069,501.9755807629929,62.91057669632845,252.58558042610943,186.479423640555,315.4961571224379,3177.385022845573,21.000873701961773,3.664046705021491,0.02183253441373141
38,Ohio,Medina,2010,5.079082437158467,0.03808820765027315,1.4739800683060122,172332,423.13,1128,761,116,388,257,504,654.5505187661026,441.5894900540816,67.31193278091126,225.1468096464963,149.1307476266741,292.4587424274076,407.2790868054735,6.006718691588783,1.2755737336448598,0.02111181308411219
39,Florida,Orange,2010,5.672489389972144,0.028882025069637954,0.1477912367688019,1145956,1004.31,6690,4170,583,1948,1639,2531,583.7920478622216,363.8883168289184,50.87455364778403,169.9890746241566,143.02468855697774,220.86362827194063,1141.0381256783264,9.279984434499024,0.660738246677564,0.02641580329777487
40,New York,Suffolk,2010,7.049749092857154,0.03490895000000005,3.269291778571437,1493350,2373.39,11059,7834,979,4009,2846,4988,740.5497706498811,524.5923594602739,65.5573040479459,268.45682525864663,190.5782301536813,334.01412930659257,629.2054824533684,13.356641865058382,5.286586114194625,0.029041290469135655
41,Oklahoma,Adair,2010,3.380286872037916,0.033017710900473965,0.9625746753554503,22683,577.06,107,77,16,51,10,67,471.7189084336287,339.4612705550412,70.53740686857999,224.8379843935988,44.085879292862494,295.3753912621787,39.30787093196548,3.015461315942164,0.6114923968847852,0.029829079503591826
42,Texas,Harris,2010,13.060051249828918,0.023359750855578412,1.5256084969199255,4092459,1777.89,21902,13239,1715,6504,5020,8219,535.1794605639299,323.4974376041397,41.90634530486439,158.92645473051778,122.66463756875756,200.8328000353821,2301.862882405548,13.871362621789038,4.446998109723357,0.020152823900657382
43,California,Alameda,2010,13.107570373368187,0.018581099216710133,0.808043203655351,1510271,821.26,8811,5917,818,2810,2289,3628,583.405229922312,391.7839910850437,54.16246488213043,186.05932312810089,151.5622030748124,240.2217880102313,1838.9681708594112,18.1187440775719,1.4746959703473606,0.015810160062229798
44,California,San Bernardino,2010,18.927191771165187,0.028798264040234854,0.8020965461022649,2035210,20106.39,11916,8043,1132,4143,2768,5275,585.492406189042,395.1926336839933,55.620795888384976,203.56621675404503,136.00562104156327,259.18701264243003,101.22204930870237,20.25758801965544,1.045360927425929,0.03155944731263016
45,California,Orange,2010,11.172932052197831,0.02697010439560441,0.5648764587912081,3010232,947.91,17165,11952,1608,5878,4466,7486,570.2218300782132,397.0458090937841,53.41780965719586,195.2673415205207,148.3606579160676,248.6851511777165,3175.651696891055,15.441700463313897,1.3008360580448686,0.029002414493560676
46,Connecticut,New Haven,2010,13.782547994236293,0.02337085878962529,1.4628774279538908,862477,862.06,7361,4715,657,2140,1918,2797,853.4720346165753,546.6812448331956,76.17594440199565,248.12255863054895,222.3827418006509,324.29850303254466,1000.4837250307404,15.85659748226583,2.964737929115204,0.02321045944592388
47,Pennsylvania,Allegheny,2010,11.687909582480126,0.026525161547212857,3.289991103526737,1223348,744.73,13412,8865,1309,4342,3214,5651,1096.3356297635669,724.650712634508,107.00144194456524,354.92762484591464,262.72164584402805,461.9290667904799,1642.6731835698845,18.310092967823586,6.84138317920368,0.026177806739279146
48,Maryland,Baltimore,2010,13.066959928882444,0.02836991872278667,2.1529911799709684,805029,682.08,7387,4904,703,2455,1746,3158,917.6066949140962,609.1706013075305,87.32604663931362,304.9579580362944,216.8865966319226,392.284004675608,1180.255981703026,12.789077946966037,3.4016765718287574,0.02672620802718694
49,Iowa,Polk,2010,8.059113501278743,0.026793736572890046,0.2382832468030689,430640,591.94,2908,1921,276,872,773,1148,675.274010774661,446.0802526472228,64.09065576815901,202.4893182240386,179.50027865502506,266.57997399219767,727.5061661654897,8.034006796245208,0.1990948812190739,0.027057643596605497
50,Oklahoma,Tulsa,2010,8.552552179738566,0.0266597843137254,0.6776970522875828,603403,587.05,5231,3479,541,1801,1137,2342,866.9164720758763,576.5632587176398,89.65815549475226,298.4738226359498,188.43128058693776,388.131978130702,1027.8562303040628,10.480865779697154,0.9334798961812762,0.023775525701834437
51,Indiana,Marion,2010,9.39229546938776,0.02944995238095235,2.985985289115645,903393,403.11,7266,4704,811,2205,1688,3016,804.3011181180284,520.7036140417293,89.7726681521774,244.07981908206065,186.8511268074913,333.852487234238,2241.0582719357,13.25036767751251,4.440141088302672,0.030125991014847538
52,California,Sacramento,2010,8.378692592705146,0.025145737082066816,0.23526196580547232,1418788,995.65,10008,6711,1123,3177,2411,4300,705.3907983433747,473.0093572824129,79.15206500195943,223.9235178194346,169.93377446101883,303.07558282139405,1424.9866921106816,12.988722698517648,1.0174447735719407,0.02499712062658297
53,Colorado,Adams,2010,16.171137841981164,0.02295454952830189,1.0280904292452844,441603,1197.83,2207,1339,268,536,535,804,499.77015554695055,303.2135198356895,60.68799351453681,121.3759870290736,121.14953929207908,182.06398054361043,368.6691767613101,19.554853914288415,1.778906504264213,0.02121046652688358
54,California,San Diego,2010,17.280307051519124,0.025284785997358034,0.5650787060766189,3095313,4525.92,19297,12789,1635,6169,4985,7804,623.4264515414111,413.1730781345861,52.821798635549946,199.3013307539496,161.04994874508654,252.12312938949952,683.9080231201611,19.52177906440705,3.2610866374482903,0.026366236947668993
55,Pennsylvania,Philadelphia,2010,17.724356952973732,0.02256734578146605,2.239349031811896,1526006,142.68,13971,8962,1044,4646,3272,5690,915.5271997619932,587.2847157874871,68.41388565968941,304.4548972939818,214.41593283381584,372.86878295367126,10695.304177179702,22.2552717270183,4.245729107595731,0.017489759468409204
56,California,Santa Clara,2010,13.54535503086417,0.019951016460905337,0.3903861862139927,1781642,1304.53,8909,5986,753,2832,2401,3585,500.0443411190351,335.9822006890273,42.26438308032702,158.95449254115024,134.76332506755006,201.21887562147725,1365.7347857082627,13.408175269841278,0.3369833523809523,0.01825899365079363
57,North Carolina,Mecklenburg,2010,11.689251356741574,0.02840465730337063,0.9044115351123626,919628,549.74,4985,3034,435,1320,1279,1755,542.0670097039238,329.9160095168916,47.301735049389535,143.53629946021653,139.07797500728554,190.83803450960605,1672.8417069887582,12.626268518466894,2.4378340144958464,0.031216147795355104
58,New York,Queens,2010,19.29314086647733,0.02304371022727271,2.857755328125,2230722,177.35,13844,10816,1237,6145,3434,7382,620.606243180459,484.8654381854844,55.45289820963796,275.4713496347819,153.94119034106444,330.9242478444199,12578.077248378911,24.77929510142433,5.677243770984708,0.019304389213602634
59,Maine,Aroostook,2010,2.073074062449963,0.02832866533226573,0.22989728582866323,71870,6829.18,619,425,61,219,145,280,861.277306247391,591.3454849032976,84.87546959788507,304.7168498678169,201.75316543759567,389.592319465702,10.523957488307529,2.5352783692073486,0.7145858205958393,0.026022037604488544
60,Pennsylvania,Erie,2010,6.3979988529411616,0.03511304705882357,4.6614029794117675,280566,1558.49,2502,1674,253,812,609,1065,891.7687816770386,596.6510553666517,90.17486081706264,289.4149683140509,217.06122623553816,379.5898291311135,180.02425424609717,9.477207832014829,8.104703994326671,0.03372333682065992
0,Iowa,Polk,2011,7.112136754999995,0.02904434999999995,0.10066356500000002,437807,591.94,2993,1945,373,821,751,1194,683.6345695706099,444.25968520375415,85.19735865347059,187.5255534973173,171.53677305296625,272.7229121507879,739.613812210697,8.040283472503592,0.20889197261507264,0.026991666840676637
1,Georgia,DeKalb,2011,13.381185286501351,0.02298624242424248,0.8936667575757552,698342,270.94,3954,2247,237,1105,905,1342,566.1982237929267,321.7621165560714,33.93752631232262,158.2319264772848,129.592663766464,192.1694527896074,2577.478408503728,16.500656434782634,1.147945173913043,0.01658352173913043
2,Texas,Harris,2011,10.322643299290787,0.024846399054373518,0.8417098037825059,4179717,1777.89,22096,13309,1753,6332,5224,8085,528.6482314472487,318.41868719820025,41.94063856476408,151.49351020655226,124.98453842688392,193.43414877131636,2350.9424092604154,13.448339316047639,3.938017295900979,0.02057913372211471
3,Pennsylvania,Berks,2011,8.232391476603132,0.02470701386481801,1.4740091161178501,412676,865.68,3548,2353,351,1191,811,1542,859.7543835842162,570.1809652124185,85.05461912008452,288.6041349630218,196.5222111293121,373.6587540831064,476.7073283430367,13.174139646044685,5.070634701304979,0.02769504271509149
4,Indiana,Marion,2011,9.906356070652182,0.033770559782608685,1.3611319782608695,910861,403.11,7344,4654,836,2091,1727,2927,806.2701114659646,510.9451387203975,91.78129264509074,229.56301784794823,189.6008282273585,321.344310493039,2259.5842325916,12.660839187325541,4.003659533082503,0.030092814396655343
5,Oklahoma,Tulsa,2011,8.941837201807234,0.030893746987951835,0.8194771159638561,608606,587.05,5322,3466,527,1774,1165,2301,874.4573665064098,569.4981646582519,86.59132509373882,291.4857888354699,191.4210507290431,378.0771139292087,1036.7191891661698,10.095203059705437,0.8823233274025375,0.02435237742421263
6,Oregon,Multnomah,2011,9.132214090062119,0.018564717391304334,0.7425561102484463,748185,465.7,5339,3266,496,1490,1280,1986,713.5935630893429,436.5230524536044,66.2937642428009,199.1486062938979,171.08068191690558,265.44237053669883,1606.5814902297616,10.447957003462538,1.2705812209141256,0.018755906742746506
7,North Dakota,Cass,2011,4.477427017441871,0.025588098837209295,0.27706504796511566,152925,1768.0,673,410,84,192,134,276,440.0850089913356,268.1052803661926,54.92888670917116,125.55174104953409,87.62465260748733,180.48062775870525,86.4960407239819,5.229217296973056,0.2473539855863155,0.025495929923878283
8,Virginia,Hampton City,2011,4.505476497674421,0.03618168372093027,1.0091774883720928,136517,128.56,900,606,72,330,204,402,659.2585538797366,443.900759612356,52.74068431037893,241.7281364225701,149.43193887940697,294.468820732949,1061.8932794026136,4.1112565511811034,1.7019039527559074,0.0381418267716536
9,Maine,Cumberland,2011,9.17607781741573,0.022894112359550522,1.3482158286516799,282767,1217.01,2312,1411,257,553,601,810,817.6343066906676,498.99740775974567,90.88755052746608,195.56737525948924,212.5424819727903,286.45492578695536,232.3456668392207,10.23973432606832,2.1676532979181906,0.022054716820061323
10,Maryland,Baltimore,2011,12.94889615015974,0.02629611501597443,1.9809930255590973,813169,682.08,7496,4860,698,2421,1741,3119,921.8255983688508,597.6617406713734,85.8370154297569,297.7240893344434,214.10063590717303,383.5611047642003,1192.1900656814448,12.844654343349319,3.1519394934571996,0.02705495016630689
11,Nevada,Washoe,2011,16.665880235616456,0.026886372602739687,0.5022216835616442,424885,6551.48,3235,2180,322,1150,708,1472,761.3824917330571,513.0800098850277,75.78521246925638,270.6614731044871,166.6333243112842,346.4466855737435,64.85328505925379,22.342166699999993,0.4304355,0.018229399999999993
12,Pennsylvania,Erie,2011,6.50431372212693,0.030465246998284734,1.3705020034305306,281197,1558.49,2698,1840,292,939,609,1231,959.4696956226418,654.3455300020983,103.84179063076776,333.9295938434621,216.5741455278684,437.77138447422976,180.4291333277724,8.964006335502551,7.530820491840854,0.03395495519368719
13,Iowa,Scott,2011,7.511086073732701,0.027410185867895558,0.7401030737327198,167046,468.2,1278,892,171,405,316,576,765.0587263388527,533.984650934473,102.36701267914228,242.44818792428435,189.16945033104653,344.8152006034266,356.7834258863734,6.927965282428479,0.5983343003105521,0.02619950033217213
14,California,Santa Clara,2011,12.036352558823568,0.020922179271708637,0.6110543949579821,1812868,1304.53,9102,5956,774,2739,2443,3513,502.07737132543576,328.54019156386454,42.69477976333633,151.08656559661267,134.75884620391557,193.78134535994897,1389.671375897833,13.476765150352724,0.3636847692974725,0.019105005055849483
15,Virginia,Alexandria City,2011,11.258673224299075,0.031547392523364436,-0.1825372406542054,144651,15.38,568,363,44,201,118,245,392.669252200123,250.94883547296595,30.418040663389814,138.95514030321257,81.57565450636359,169.37318096660238,9405.136540962289,15.229097779528564,1.9893803113931146,0.029858776111456577
16,New York,Steuben,2011,2.244108852724596,0.033877275405007345,0.697528211340207,99272,1404.17,769,549,96,280,173,376,774.6393746474333,553.0260294947216,96.70400515754694,282.0533483761786,174.26867596099603,378.7573535337255,70.69799240832663,1.7961637235471717,1.0544035180478826,0.029542672411177306
17,New York,Bronx,2011,20.871979312328794,0.021563345205479492,4.638871469863004,1399990,57.42,8993,6190,867,3250,2073,4117,642.3617311552225,442.1460153286809,61.92901377866985,232.14451531796655,148.07248623204453,294.07352909663643,24381.574364332984,25.069987594067488,7.569978861637205,0.018377163874632223
18,New Jersey,Essex,2011,21.035292152298826,0.022285982758620714,1.9554864252873556,786958,129.59,5857,3738,404,2011,1323,2415,744.2582704540777,474.9935828849824,51.336920140592,255.54095644240223,168.11570630198815,306.87787658299425,6072.675360753145,28.78469141537921,4.525595015378947,0.01596996440090333
19,Connecticut,Litchfield,2011,2.471150522238163,0.03514735868005727,0.6555697259684375,188968,944.63,1582,1120,194,564,362,758,837.1787815926506,592.6929427204606,102.66288472122264,298.46323186994624,191.5668261292917,401.12611659116885,200.0444618527889,1.680002085714284,0.607330709523809,0.031015704761904756
20,Kansas,Wyandotte,2011,13.100770260000026,0.02198442857142857,3.6189493357142886,157973,155.7,1154,702,95,308,299,403,730.5045798965646,444.3797357776329,60.13685883030645,194.97002652351983,189.2728504238066,255.10688535382627,1014.5985870263328,15.466059589058613,3.7542704074526307,0.023384211068263168
21,Florida,Orange,2011,5.361869504109598,0.028131008219178057,0.09644472876712325,1169806,1004.31,6649,4154,584,1953,1617,2537,568.3848432988034,355.10161513960435,49.92280771341572,166.95075935667967,138.22804806950896,216.87356707009536,1164.7857733170038,8.601929541192863,0.47812615602860153,0.026677879681143157
22,Massachusetts,Suffolk,2011,18.529944335164775,0.020850771978022008,1.248917208791209,736602,120.07,4483,2710,385,1141,1184,1526,608.6054612938874,367.9055989530303,52.2670315855781,154.90047542634963,160.7380919411025,207.1675070119277,6134.771383359707,19.77157653950266,3.3684987433276192,0.020160765316582594
23,Texas,McLennan,2011,3.7536314044943726,0.032432505617977676,0.06001914887640455,237784,1060.27,1737,1100,163,540,397,703,730.4949029371194,462.60471688591326,68.54960804763988,227.09686101672105,166.95824782155233,295.64646906436093,224.26740358587907,2.7979863342249716,0.16714332779899443,0.028186977859527066
24,Illinois,Cook,2011,14.457359503867327,0.024893359116022164,3.2903217154696134,5214682,1634.89,39105,26102,3431,13120,9551,16551,749.9019115643102,500.5482597021257,65.79499958003191,251.59731696007543,183.1559431620183,317.39231654010734,3189.6225434127064,19.79672525973907,3.3098331038185735,0.022899758688052267
25,California,Solano,2011,10.211051473972608,0.022290665753424678,0.8463638068493154,416486,906.85,2716,1755,292,755,708,1047,652.122760428922,421.38271154372535,70.11039986938337,181.27860240200152,169.99370927234048,251.38900227138487,459.266692396758,10.86817645889667,1.026052035023965,0.022253882803932784
26,Connecticut,Fairfield,2011,7.78509529885059,0.03026914367816093,0.40847454597701177,928890,837.01,6380,4249,601,2039,1609,2640,686.841283682675,457.4276825027721,64.70087954440245,219.50930680704928,173.21749615132038,284.21018635145174,1109.7716873155637,9.585439447875562,0.6148788939580349,0.02936214595988504
27,New York,Queens,2011,21.674741687499957,0.020655648437499945,3.3542139902343746,2259756,177.35,13854,10472,1324,5704,3444,7028,613.0750399600665,463.41286404372863,58.59039648528425,252.41663259219132,152.405834966253,311.00702907747564,12741.787425993798,24.125571761327873,5.311881987663487,0.01975073494563223
28,Illinois,Saint Clair,2011,8.9312189730539,0.02483064221556889,1.3950773038922166,270001,673.99,2298,1445,244,716,485,960,851.1079588594116,535.183203025174,90.37003566653458,265.1842030214703,179.62896433716912,355.55423868800483,400.6008991231324,15.423547424216935,3.4405131813787095,0.021277945472774094
29,Oklahoma,Adair,2011,3.95184250226243,0.03843073303167422,1.1902343823529413,22518,577.06,98,66,16,37,13,53,435.2073896438405,293.09885424993337,71.05426769695354,164.3129940492051,57.73159250377476,235.36726174615865,39.02193879319309,3.137069834640748,0.7285198230416735,0.03089195663588587
30,Virginia,Henrico,2011,8.035689945544572,0.031663306930693025,1.0395229678217819,310844,243.22,2337,1544,271,709,564,980,751.8240660910296,496.7121771692553,87.18199482698718,228.08868757318783,181.44149476908032,315.270682400175,1278.0363456952552,10.07450590909091,1.2709686363636368,0.021336090909090902
