,State,County,year,avg(NO2 Mean),avg(O3 Mean),avg(SO2 Mean),Population,Area,Deaths,pollution_death,resp_death,circ_death,canc_death,resp_circ_death,Crude Rate,pollution_Crude_Rate,resp_Crude_Rate,circ_Crude_Rate,canc_Crude_Rate,resp_circ_Crude_Rate,population_density,NO2_tenyears,SO2_tenyears,O3_tenyears
31,California,Santa Barbara,2011,2.3397625274929816,0.03336662674743708,0.696728887465052,425998,3789.56,2716,1877,252,1010,615,1262,637.5616786933272,440.6123972413016,59.15520730144273,237.09031497800456,144.36687496185428,296.2455222794473,112.41357835738188,4.169706272171153,0.44856500506531205,0.03342859237510669
32,North Carolina,Mecklenburg,2011,9.9951739226442,0.029280112517580986,0.5708105450070311,945113,549.74,5033,2958,403,1312,1243,1715,532.5289145319131,312.97844807975343,42.64040384588933,138.81937926999206,131.51866496387206,181.45978311588135,1719.1999854476662,12.257709831108986,2.151026478211164,0.030534626936770892
33,California,Riverside,2011,16.398749791900034,0.030364536837570257,0.3017277944851366,2236146,7303.81,14600,10097,1437,5222,3438,6659,652.9090676547953,451.5358120623609,64.26235138492746,233.52679118447543,153.74666949295798,297.7891425694029,306.16157868290657,20.142844561362022,1.6298129655710714,0.027622589333911374
34,Pennsylvania,York,2011,11.516063290969914,0.027174441471571904,1.3369736003344481,436845,910.34,3664,2334,323,1105,906,1428,838.7414300266686,534.2856161796518,73.93926907713262,252.95013105334843,207.3962160491708,326.889400130481,479.8701584023552,13.36505418927914,4.0654065516041085,0.03076320073104505
35,Pennsylvania,Cambria,2011,8.264003684931504,0.022877061643835662,2.4137813133561616,142572,693.48,1654,1104,182,588,334,770,1160.1155907190753,774.3455938052352,127.6547989787616,412.4231967006144,234.2675981258592,540.077995679376,205.5892022841322,9.531919208394623,4.985418561583906,0.02632393975300327
36,Colorado,Adams,2011,17.526490973312406,0.02784538775510203,1.4074937598116153,452040,1197.83,2426,1465,308,627,530,935,536.6781700734448,324.08636403858065,68.13556322449341,138.70453942129015,117.2462613927971,206.8401026457836,377.3824332334305,19.681720799582415,1.6679097599284674,0.02179931983587815
37,California,Sacramento,2011,8.990090577142848,0.024762211428571438,0.28624841000000034,1435002,995.65,10391,6783,1076,3254,2453,4330,724.1104890446146,472.6822680386508,74.98247389202245,226.7592658407445,170.9405283058839,301.7417397327669,1441.2715311605484,12.36812062574933,0.7493016444243328,0.025356172004692562
38,Texas,El Paso,2011,13.478422540950465,0.029857620829120364,0.6001707072800828,819471,1014.75,4750,2782,369,1353,1060,1722,579.642232611038,339.48730339450697,45.0290492280996,165.10651383636517,129.3517403300422,210.1355630644648,807.5594974131559,14.00995819629602,0.4682477376754276,0.029601361546122945
39,Pennsylvania,Allegheny,2011,12.970569723622038,0.02450024251968508,2.59003743937008,1227535,744.73,13780,9186,1463,4545,3178,6008,1122.5749163974958,748.3289682167922,119.18193778588798,370.2542086376356,258.89282179326864,489.4361464235236,1648.2953553636887,17.360645273821603,6.213723498056353,0.026204334894000435
40,Pennsylvania,Washington,2011,9.112020918228259,0.02385499488926755,4.35856330834753,208069,861.0,2353,1507,260,717,530,977,1130.874854014774,724.2789651509836,124.9585474049474,344.59722495902804,254.72319278700817,469.55577236397545,241.65969802555168,10.78314910366442,6.009776525010548,0.027126409218104643
41,Connecticut,New Haven,2011,15.403940439834047,0.02289223513139697,1.7167237053941868,864009,862.06,7468,4752,739,2193,1820,2932,864.3428482805155,549.9942708930115,85.531516454111,253.81680051943903,210.6459539194615,339.34831697355,1002.2608635129806,15.441787584659924,2.6643658288829415,0.023242539314664162
42,Pennsylvania,Bucks,2011,8.850884389078484,0.025065242320819078,1.2769117781569965,626397,622.15,5356,3419,505,1612,1302,2117,855.0487949335645,545.8199831736104,80.61979862611092,257.3447829411699,207.85540160632956,337.9645815672808,1006.826328055935,12.375051863414342,3.746407894302023,0.02910661948923553
43,California,Orange,2011,10.987575689855085,0.026524736231884068,0.27964797971014477,3053884,947.91,17773,12292,1704,6105,4483,7809,581.9801930918136,402.5038279122586,55.79779716583865,199.90936132479163,146.7966694216283,255.7071584906303,3221.7024823031725,14.601984877276852,1.1721827662190711,0.02910300744678233
44,California,Fresno,2011,10.065030991111156,0.03308644800000012,0.7824040231111091,940496,6017.89,6074,3901,595,2023,1283,2618,645.8294346812746,414.7811367618788,63.26449022643372,215.09926676987465,136.4173797655705,278.3637569963083,156.2833484826077,14.438225049258673,1.079133875322359,0.031091674075711638
45,Arizona,Maricopa,2011,19.891170575729053,0.025149610536218146,1.118021860771402,3870806,9224.86,25865,15616,2323,7415,5878,9738,668.2070865861012,403.4301899914385,60.01334089076022,191.56217077270213,151.85467832797613,251.57551166346235,419.6059343990044,23.178253130946157,1.941012377938204,0.02212151498568794
46,Arizona,Pima,2011,11.778930247222199,0.029268749999999923,0.27085670833333303,987816,9189.44,8355,5341,822,2564,1955,3386,845.805291673753,540.6877394170575,83.21387788818971,259.56250961717564,197.9113519116921,342.77638750536534,107.49468955670856,14.658954064056203,0.8211969111908404,0.027283995289160045
47,California,Los Angeles,2011,19.956466322450293,0.022778006731740155,0.5349724826657671,9888476,4752.32,58294,41249,5575,21366,14308,26941,589.5145015268278,417.1421359570474,56.37875846591528,216.0696956740351,144.693681817097,272.4484541399504,2080.76813009225,25.816785554412338,1.835791298784867,0.022123991772405642
48,Arkansas,Pulaski,2011,9.98213381095891,0.02746128219178089,1.365532535616438,386776,807.91,3252,1993,284,1014,695,1298,840.7967402320722,515.2853331127061,73.42751359960288,262.1672492605539,179.69057025254926,335.5947628601568,478.7364929261923,9.731056390063038,1.9863910486485297,0.025441873118571476
49,California,Humboldt,2011,2.6198949710467683,0.02211517594654787,0.41829736191536876,135243,4052.52,1045,673,128,319,226,447,772.6832442344521,497.62279748304906,94.64445479618168,235.87172718735903,167.10661549950828,330.5161819835408,33.37256817979924,3.573787675119177,0.4201893359541214,0.021075670738003684
50,Louisiana,East Baton Rouge,2011,11.665706710743812,0.025233942148760298,1.247419834710745,441268,470.59,3312,1854,234,875,745,1109,750.5642829301014,420.1528322923937,53.0289982504963,198.29219431275325,168.8316397291442,251.32119256324955,937.6909836588112,15.15611869431099,2.939523848370056,0.022595584902347032
51,California,Imperial,2011,14.325115763473098,0.02635825449101793,0.4143639535928142,176227,4482.08,799,534,63,315,156,378,453.39249944673634,303.01826621346333,35.74934601394792,178.7467300697396,88.52219012977581,214.49607608368757,39.318129082925786,13.971582739383441,0.47718715995770405,0.025475885671443023
52,California,Contra Costa,2011,8.515871270146537,0.02278579945054955,1.5727975686813205,1066126,802.18,6980,4591,663,2122,1806,2785,654.7068545368934,430.6245228049968,62.18777142664187,199.038387582706,169.39836379564892,261.2261590093479,1329.035877234536,10.562291738467383,1.4530407852451368,0.02364924721352368
53,Texas,Dallas,2011,12.956966732352988,0.027634123529411816,0.6412216352941177,2407305,908.87,14399,8854,1205,4352,3297,5557,598.1377515520468,367.79718398790345,50.05597545803295,180.78307484926088,136.95813368060965,230.83905030729383,2648.679129028354,15.788093134780585,0.675989561908039,0.02384619409717706
54,Idaho,Ada,2011,9.925650260869565,0.012998608695652164,0.7152670869565216,401118,1060.38,2433,1487,267,677,543,944,606.5546796703214,370.7138547759013,66.5639537492708,168.77826475002368,135.37163627660686,235.3422184992945,378.27759859672943,7.8672251455330375,0.2721481053490989,0.030301331719219192
55,Maine,Aroostook,2011,2.0737612137931003,0.026134375172413828,0.2902955089655167,71362,6829.18,695,471,83,222,166,305,973.9076819595864,660.0151341049859,116.30839942826717,311.0899358201844,232.6167988565343,427.3983352484516,10.44957081230836,2.4428375078558715,0.6176481136424041,0.02648336315004398
56,California,San Bernardino,2011,18.277943483284826,0.028922936046511652,1.0335684000726724,2062945,20106.39,12193,8094,1163,4098,2833,5261,591.0482344415386,392.3517107824009,56.37571530021402,198.64804926936972,137.3279462128171,255.0237645695838,102.60146152541556,19.97047105912828,0.982546713070638,0.03129707831435482
57,California,Alameda,2011,15.737148682191744,0.017591668493150688,1.0543877369863028,1532019,821.26,9094,5982,893,2872,2217,3765,593.5957713318177,390.4651313071183,58.28909432585365,187.4650379662393,144.7109990150253,245.75413229209295,1865.4494313615664,17.402862119828512,1.3794598608199309,0.016206008512869848
58,Pennsylvania,Philadelphia,2011,20.258793479224288,0.021276060941828285,1.812675806094182,1539022,142.68,14734,9395,1192,4711,3492,5903,957.361233302708,610.4526121134071,77.45178431497405,306.1034864998681,226.89734129856487,383.5552708148422,10786.529296327446,21.461839542576165,3.963941378360134,0.01818454556609272
59,Connecticut,Hartford,2011,7.18790975977651,0.027961882681564253,0.2187328882681565,897057,750.61,7941,5093,825,2411,1857,3236,885.2280289881245,567.7454164005186,91.96740006487882,268.7677594623308,207.01025687330903,360.73515952720953,1195.103982094563,7.906718997055989,0.6536516663573404,0.02858166837179918
60,California,San Diego,2011,13.082048456221164,0.027279101382488437,0.4955426147465439,3140692,4525.92,19856,13010,1732,6340,4938,8072,632.217358467497,414.2399191006313,55.14708223537997,201.86634028424308,157.22649658100826,257.0134225196231,693.9344928765864,19.211938729530793,2.9889707733070088,0.026588995228305778
0,Pennsylvania,Allegheny,2012,12.687359139072857,0.026327226821191943,2.3872761912251605,1230842,744.73,13323,8640,1251,4207,3182,5458,1082.429751340952,701.9584967038824,101.63774066858296,341.79854116125387,258.5222148740456,443.4362818298368,1652.7358908597746,16.60193209831651,5.708676882988623,0.02585879895639548
1,Minnesota,Anoka,2012,6.409370177419357,0.035082999999999975,0.3922276411290318,335978,446.28,1627,998,149,379,470,528,484.2578978385489,297.0432587848014,44.34814184262065,112.80500508961896,139.89011185256177,157.15314693223962,752.8412655731828,7.521111348432042,0.8922807961672462,0.027551158536585282
2,New York,Bronx,2012,18.615825647540998,0.02364648360655732,3.2561090109289625,1414774,57.42,8987,6272,799,3318,2155,4117,635.2251313637373,443.3216895419339,56.475451202806944,234.52509022642488,152.3211481127021,291.0005414292318,24639.0456287008,24.033419497618702,6.910059050665029,0.01896226967545699
3,Colorado,Denver,2012,23.992874124805,0.02634011076443056,2.0157957067082664,633563,154.88,4247,2449,415,1112,922,1527,670.335862416208,386.544037451682,65.50256249181217,175.51529997806057,145.52617498180922,241.0178624698728,4090.670196280992,32.41262603019469,3.0510837306987657,0.015520665796321042
4,Connecticut,New Haven,2012,13.413974882191793,0.025003991780821917,1.1554506876712323,864177,862.06,7447,4712,691,2222,1799,2913,861.7447583076151,545.2586680737858,79.96047106090535,257.1232513709576,208.17494564192287,337.0837224318629,1002.4557455397536,15.435479727188943,2.506425474968149,0.02318415528411963
5,California,Solano,2012,9.142772303278694,0.02346548633879785,0.6419857814207641,419881,906.85,2754,1752,276,729,747,1005,655.9001240827758,417.26108111584,65.7329100387967,173.6206210807348,177.9075499963085,239.35353111953148,463.0104206869934,10.597058019664406,1.0163577859038828,0.022380037123007842
6,California,Santa Barbara,2012,1.856471474121982,0.03476100092421429,1.1304053137707895,430638,3789.56,2847,1946,247,1003,696,1250,661.1121173700416,451.8876643491749,57.356759041236494,232.91024015530448,161.62066515263402,290.2669991965409,113.63799491233812,3.8760395846848255,0.48347045496854674,0.03361188154038948
7,Pennsylvania,Cambria,2012,8.959531020761247,0.023098387543252597,4.472488413494808,141531,693.48,1644,1033,144,585,304,729,1161.5829747546477,729.8754336505783,101.7444941390932,413.3370074400662,214.79393207141896,515.0815015791593,204.08807752206263,9.196512415006586,4.643436871879918,0.025789741956990797
8,Georgia,DeKalb,2012,11.583259458046767,0.022031144429160963,0.4395215220082541,708800,270.94,4119,2398,270,1198,930,1468,581.1230248306998,338.3182844243792,38.09255079006772,169.0180586907449,131.2076749435666,207.11060948081263,2616.077360301174,14.940920860641992,1.020805965744399,0.019784882081686453
9,New York,Queens,2012,17.572277917808243,0.025504010958904068,1.7732060273972614,2278024,177.35,14102,10486,1224,5682,3580,6906,619.0452778372836,460.311217089899,53.73077719988903,249.4266961190927,157.15374377091726,303.1574733189817,12844.792782633212,23.59933449634172,4.947251355720157,0.01988361348525332
10,Arizona,Pima,2012,13.389797627062714,0.026270125412541274,0.20128070627062683,992490,9189.44,8689,5470,855,2605,2010,3460,875.4748158671624,551.1390542977763,86.14696369736723,262.4711583995808,202.5209322008282,348.61812209694807,108.00331685064596,14.277330701606413,0.7694172801291301,0.027545746382454495
11,South Dakota,Minnehaha,2012,6.237231801369868,0.03163196438356169,0.4767846363013689,175494,813.74,1031,694,121,305,268,426,587.484472403615,395.4551152745963,68.94822615018178,173.7951155025243,152.71177362189022,242.74334165270608,215.66347973554207,6.187938959097303,0.43378950775740405,0.030389317348377944
12,Virginia,Alexandria City,2012,11.219695015384625,0.031897589743589756,0.33469320256410234,147357,15.38,537,336,38,219,79,257,364.4210997780899,228.01767136953112,25.78771283345888,148.6186608033551,53.61129773271714,174.406373636814,9581.07932379714,14.567360353656982,1.627394052718561,0.030140212180107886
13,Wyoming,Sweetwater,2012,3.9976729971988934,0.033728837535014114,0.32871655322128834,45086,10491.73,155,97,27,56,14,83,343.7874284700351,215.14439071995736,59.88555205607062,124.20707093110944,31.05176773277736,184.09262298718005,4.297289388880576,6.0355709620853055,0.09733704502369656,0.02852169194312799
14,Wyoming,Laramie,2012,3.80463153994491,0.040316192837465514,0.22940720523415956,94785,2687.82,569,353,91,187,75,278,600.3059555836894,372.4217966977897,96.00675212322624,197.28860051695943,79.12644405760405,293.2953526401857,35.264638257026135,3.5947041807580216,0.1847835335276957,0.040771755102040896
15,Virginia,Henrico,2012,8.950869187265928,0.02669884644194753,0.6102219176029959,315877,243.22,2341,1482,262,661,559,923,741.1112553303975,469.1699617256084,82.94367744406843,209.25866713942452,176.96761714211544,292.20234458349296,1298.729545267659,9.05509792731774,1.1552458020927094,0.026499698919891963
16,Virginia,Hampton City,2012,3.8231864999999976,0.03577371226415099,0.7324040896226411,137104,128.56,985,619,97,305,217,402,718.432722604738,451.4820865912008,70.74921227681176,222.45886334461431,158.27401096977476,293.2080756214261,1066.4592408214064,4.308366524427762,1.355540720564,0.037161755246291936
17,Pennsylvania,York,2012,11.887857396306806,0.025833639204545452,1.0289095568181825,437641,910.34,3573,2253,290,1062,901,1352,816.4225929471874,514.8055141085958,66.26435822969054,242.66464979286675,205.87650608603852,308.9290080225573,480.7445569787112,12.717807317904434,3.6784810290903827,0.030383805255560718
18,Illinois,Cook,2012,11.84237458312656,0.02907421588089327,1.0720675806451614,5230016,1634.89,39330,26013,3324,12981,9708,16305,752.0053475935829,497.37897551365046,63.55621091790159,248.20191754671495,185.62084704903387,311.75812846461656,3199.001767703025,18.742946068908005,3.250985455576307,0.023353529494268076
19,Texas,Dallas,2012,11.491539594992638,0.027766583210603792,0.26137851693667163,2452421,908.87,14421,8822,1197,4389,3236,5586,588.0311740928657,359.72616447176074,48.80891168359756,178.96600950652436,131.95124328163882,227.77492119012192,2698.3187914663263,15.198343021758575,0.6407777122795563,0.024370113175264448
20,Pennsylvania,Bucks,2012,9.775540214285721,0.02482993428571434,2.11132972142857,625930,622.15,5327,3296,491,1479,1326,1970,851.0536321952934,526.5764542360967,78.44327640470979,236.28840285654945,211.84477497483743,314.7316792612593,1006.075705215784,11.64922077229798,3.549485101415543,0.028656036457394923
21,California,Imperial,2012,13.98044998466259,0.02724277914110434,0.46424191564417044,177287,4482.08,789,556,72,343,141,415,445.0410915633972,313.6157755503788,40.61211481947351,193.47160254276963,79.53205818813562,234.08371736224316,39.55462642344626,13.959625033486194,0.4608384628546739,0.02526432653093008
22,California,Orange,2012,9.54613346686749,0.027915445783132528,0.07046924096385551,3084935,947.91,18178,12490,1647,6205,4638,7852,589.2506649248687,404.8707671312362,53.38848306366261,201.13875981179504,150.34352425577848,254.5272428754577,3254.4598115854883,14.063964875999963,1.060274488534109,0.028872207309037806
23,Ohio,Cuyahoga,2012,13.83634941477273,0.023887965909090866,3.0356916448863642,1265611,1245.62,13702,8888,1133,4505,3250,5638,1082.6391363539033,702.2694967094944,89.52197792212614,355.9545547565563,256.792964030812,445.4765326786824,1016.0490358215188,15.380731418994364,4.85087371927374,0.02422194413407833
24,Oklahoma,Oklahoma,2012,5.390243914600534,0.03455872451790637,0.23495950826446219,742541,718.38,6537,4041,639,1974,1428,2613,880.3554281851103,544.212373458166,86.05585415485476,265.84390626241515,192.31261304089605,351.8997604172699,1033.6326178345723,6.395188049382706,0.6280891111111103,0.039083456790123386
25,Massachusetts,Suffolk,2012,15.805084535564857,0.020715857740585777,1.1012616492329135,749469,120.07,4518,2741,346,1174,1221,1520,602.8268013753737,365.725600391744,46.16601887469662,156.6442374534504,162.91534406359705,202.810256328147,6241.933871908054,19.219727596865294,2.903185615168277,0.020326419437461715
26,Oklahoma,Tulsa,2012,9.000144839999997,0.028784976296296276,0.6753360518518523,614582,587.05,5379,3476,489,1753,1234,2242,875.2290174460039,565.5876677156181,79.56627431327308,285.2345171189524,200.78687628339264,364.8007914322255,1046.8989012860916,9.902975416722404,0.8718489588294239,0.02544260568483583
27,Arizona,Maricopa,2012,19.943062566274513,0.026627890980392106,1.2512785678431375,3942959,9224.86,26260,15819,2248,7405,6166,9653,665.9972878236878,401.1961575050616,57.01301991727532,187.80311943390737,156.38001815387886,244.81613935118276,427.4275165151557,22.45847819498497,1.8328087645910744,0.022778824046395668
28,Ohio,Hamilton,2012,13.743478327586212,0.017076258620689636,4.012345939655175,802326,412.81,7416,4606,748,2180,1678,2928,924.3125612282288,574.0808598998412,93.22893686606191,271.71000316579546,209.14191986798383,364.9389400318574,1943.5721033889683,12.956988227188113,3.968014590316577,0.026894240223463577
29,Colorado,Adams,2012,19.539218668799982,0.02489749439999997,0.8416714392000023,460472,1197.83,2608,1505,326,615,564,941,566.3753713580847,326.8385482722077,70.7969214197606,133.55860942684896,122.48301742559808,204.3555308466096,384.4218294749672,18.856029825262574,1.5648893340404697,0.02294623368926997
30,California,Humboldt,2012,1.668079993793631,0.024838647013188612,-0.1407108700543057,134663,4052.52,1140,721,135,373,213,508,846.5577033038029,535.4106176158261,100.25025433860824,276.98773976519163,158.17262351202632,377.2379941037999,33.22944735621292,3.4148055577737755,0.4198740069476626,0.021248921606094383
31,Oklahoma,Adair,2012,3.4918829537953733,0.0365401716171617,0.509924557755776,22252,577.06,101,64,11,40,13,51,453.8917850080892,287.61459644076933,49.43375876325723,179.75912277548085,58.42171490203128,229.19288153873808,38.56098152705092,3.3407630015461685,0.8439484628694904,0.032776650734832956
32,Connecticut,Litchfield,2012,1.6568446128133694,0.0352593175487465,0.3877957437325903,187487,944.63,1648,1104,191,553,360,744,878.9942769365342,588.8408262972899,101.87372991194056,294.9537834623201,192.01331292302933,396.8275133742606,198.4766522342081,2.0755763039762236,0.6314502177461232,0.033081531720981015
33,Maryland,Prince George's,2012,8.619552662650614,0.0256972771084338,0.5181359864457828,882465,499.42,5256,3411,338,1737,1336,2075,595.6043582465027,386.53091057435705,38.30180233776977,196.83500195475176,151.39410628183552,235.1368042925215,1766.9796964478794,10.070892618595632,2.184330552785876,0.023874784110613004
34,Nevada,Washoe,2012,14.147347522222251,0.03157218888888892,0.37438249305555554,428654,6551.48,3256,2187,320,1148,719,1468,759.586986240651,510.2017011389139,74.65228366001483,267.81506763030325,167.73434984859583,342.46735129031805,65.42857491742325,19.504023467808224,0.4663285917808221,0.022557886301369838
35,Texas,Harris,2012,10.723334475485627,0.023552324699352683,0.7518493085106425,4259206,1777.89,23405,14123,1833,6890,5400,8723,549.5155669859594,331.5876245478617,43.03619031340583,161.7672401851425,126.7841940493134,204.80343049854832,2395.652149458065,12.720630109132482,3.5463579970554737,0.021129676022005137
36,North Dakota,Cass,2012,4.581983247252721,0.025031936813186818,0.2248054945054945,157040,1768.0,727,451,94,219,138,313,462.9393785022924,287.1879775853285,59.85736118186449,139.45491594498216,87.87570045848192,199.31227712684665,88.82352941176471,5.04126972709026,0.25478175118101554,0.025518972152211036
37,New Jersey,Essex,2012,18.36788667887324,0.02298204225352115,1.1361421591549266,787579,129.59,5648,3601,435,1898,1268,2333,717.134408103822,457.2239737220012,55.23255444850612,240.9916973408382,160.9997219326569,296.2242517893443,6077.467397175707,26.326799562826576,3.8514969580072,0.018276589245407496
38,Pennsylvania,Philadelphia,2012,17.905481046283228,0.018470058906030908,1.0176126136044878,1550379,142.68,14208,8870,1148,4340,3382,5488,916.4210815548972,572.118172395266,74.0464105873467,279.93155222045704,218.14020958746212,353.9779628078037,10866.126997476871,20.9134174072633,3.6769500283813175,0.0188026863661579
39,Connecticut,Hartford,2012,6.690391043209878,0.02873232716049381,0.28720691358024686,897420,750.61,7642,4898,758,2399,1741,3157,851.5522274966013,545.7868110806535,84.46435336854539,267.32187827327226,194.00057943883576,351.78623164181766,1195.587588761141,7.762957149600092,0.5666679107395036,0.02845771123375219
40,Iowa,Polk,2012,7.32027428365385,0.03226332692307683,0.064395266826923,443821,591.94,2986,2014,377,857,780,1234,672.7937614488725,453.7865490817244,84.944155414007,193.09586522494428,175.7465284427731,278.04002063895126,749.773625705308,7.854654129002872,0.18724629109205812,0.027402203472541298
41,Delaware,New Castle,2012,12.46817790752687,0.026496333333333368,1.0000634344086012,546041,493.53,4177,2552,354,1187,1011,1541,764.9608729014855,467.364172287429,64.83029662607753,217.3829437716216,185.1509318897299,282.2132403976991,1106.398800478188,11.071232976190473,1.2262590992063482,0.02498275396825403
42,New Mexico,Bernalillo,2012,13.742087632311994,0.03196546796657381,0.6469370766016728,672685,1168.77,4990,2823,435,1311,1077,1746,741.8033700766332,419.6615057567806,64.66622564796302,194.8906248838609,160.1046552249567,259.55685053182395,575.5495093132096,13.406795132956153,0.40403363366336653,0.03271685289957569
43,Texas,McLennan,2012,3.3921786767371525,0.02992153172205438,0.25011026283987886,239385,1060.27,1896,1208,185,605,418,790,792.0295757879567,504.6264385822002,77.2813668358502,252.7309564091317,174.6141153372183,330.0123232449819,225.777396323578,2.989115348278852,0.14571849201447645,0.02903608341121719
44,California,Fresno,2012,12.26515447761191,0.03312310281923722,0.6447199278606975,946844,6017.89,6201,3932,562,2119,1251,2681,654.9125304696445,415.2743218523854,59.35507855570717,223.79610579989944,132.12313749677878,283.15118435560663,157.33820325728786,13.709359372900755,1.0296788999538173,0.03142413639642639
45,California,Contra Costa,2012,8.08348778082195,0.02525037716894981,0.9622410990867595,1078242,802.18,7152,4682,690,2152,1840,2842,663.3019303644265,434.2253408789493,63.99305536233982,199.58413788370328,170.64814763290616,263.57719324604307,1344.139719265003,10.083194670909947,1.432749770734647,0.023634806212857677
46,Pennsylvania,Erie,2012,5.910243114814827,0.03223680370370366,3.211456888888887,281541,1558.49,2745,1809,263,898,648,1161,974.9912090956558,642.5351902564813,93.41445828493896,318.95887277519086,230.16185919635151,412.3733310601298,180.6498598001912,8.61262167644889,6.650774993496522,0.033456425451486846
47,North Carolina,Mecklenburg,2012,8.671511397727276,0.028014240259740062,0.23376943749999915,968367,549.74,5293,3057,450,1376,1231,1826,546.5902906645931,315.6860983490763,46.469985036664816,142.09488757877955,127.121225733632,188.5648726154444,1761.4999818095828,11.75871390688404,1.857477283509739,0.03019117967789071
48,Texas,El Paso,2012,12.849389150250454,0.03198094156928205,0.573663832220366,830853,1014.75,4811,2754,414,1294,1046,1708,579.0434649691341,331.4665771201404,49.82830897884463,155.74355511745156,125.89471302384416,205.57186409629625,818.7760532150776,13.913906774618713,0.46089352653351734,0.02945536395423823
49,Maryland,Baltimore,2012,11.641113278089872,0.02553618539325835,1.7013397963483106,818282,682.08,7585,4884,642,2466,1776,3108,926.9420566503968,596.860251111475,78.45706003553788,301.36309976267347,217.04009131326367,379.82015979821136,1199.6862538118694,12.862027977817723,2.9567817488075154,0.02692847764125148
50,Maine,Cumberland,2012,9.805474688098522,0.02327086593707246,1.001552550615594,284133,1217.01,2340,1451,232,585,634,817,823.5579816494387,510.6763381937332,81.6519024541324,205.88949541235968,223.1349403272411,287.5413978664921,233.46808982670643,9.973820198905171,1.962793930601563,0.022264565704933622
51,Rhode Island,Providence,2012,6.288014812133078,0.031461733855185844,0.6513003933463781,629364,435.85,5333,3425,462,1711,1252,2173,847.3633700052751,544.2001766863056,73.4074398917002,271.86175249934854,198.9309842952568,345.2691923910488,1443.992199151084,5.383758893939392,0.16170763636363653,0.030740999999999963
52,Pennsylvania,Washington,2012,8.576121699699698,0.023722483483483447,2.6142549279279326,208480,861.0,2386,1522,257,706,559,963,1144.4742900997696,730.046047582502,123.27321565617804,338.64159631619344,268.1312356101305,461.91481197237147,242.137049941928,10.421698529449513,5.943610613628319,0.02668553229193707
53,Florida,Orange,2012,5.40692617759562,0.026901896174863316,0.05960993715847,1202048,1004.31,6965,4372,589,2046,1737,2635,579.4277765946118,363.7125971675008,48.99970716643595,170.20950910446172,144.50338089660315,219.20921627089768,1196.889406657307,7.899357067774034,0.37297883571382473,0.02707474291440847
54,Oregon,Multnomah,2012,9.063791746913585,0.021104802469135805,0.6284328317901247,759071,465.7,5381,3186,403,1490,1293,1893,708.892844015909,419.7235831694269,53.091212811449786,196.29257342198557,170.3397969359915,249.38378623343533,1629.957053897359,10.184808420782455,1.1649761987809897,0.01871766887245807
55,Utah,Salt Lake,2012,16.21486700837987,0.029404843575419136,0.563946927374302,1064462,807.83,5917,3096,501,1487,1108,1988,555.8676589676287,290.851152976809,47.06602959992935,139.69498206605778,104.0901413108218,186.7610116659872,1317.6807001473082,18.20191779501382,0.9578963753462582,0.027011418282548452
56,Louisiana,East Baton Rouge,2012,11.400542943661996,0.024979115492957685,0.8244011042253533,443039,470.59,3627,2088,294,1005,789,1299,818.6638196637317,471.2903378709324,66.35984642435541,226.8423321648884,178.08815928168852,293.20217858924383,941.454344546208,14.586765488163147,2.6950861579522423,0.022821206895000834
57,California,Riverside,2012,15.974102227757998,0.027492647686832836,0.210976398576513,2264919,7303.81,14694,10050,1371,5117,3562,6488,648.7649227190907,443.7244775640983,60.531966043818784,225.92419419855636,157.2683173217232,286.4561602423751,310.10102946270507,19.36189994904517,1.5783735910469823,0.02820174137383279
58,Iowa,Scott,2012,7.731196949712649,0.027607959770114977,0.6362587363505735,168840,468.2,1298,869,132,395,342,527,768.7751717602464,514.6884624496565,78.18052594171998,233.9493011134802,202.55863539445627,312.1298270552002,360.61512174284496,7.025152080979183,0.6219624292142468,0.026401281254792703
59,Kansas,Wyandotte,2012,12.065956740088133,0.028823919236417004,2.808529079295158,159360,155.7,1196,700,89,339,272,428,750.5020080321285,439.2570281124498,55.848393574297184,212.72590361445785,170.68273092369478,268.574297188755,1023.5067437379575,14.933895448586313,3.9495742908782865,0.02322023905660136
60,Hawaii,Honolulu,2012,2.8904910655375797,0.02425166053019113,0.8715059756995587,975909,2126.98,7141,4554,719,2210,1625,2929,731.7280607105786,466.6418692726474,73.67490206566391,226.4555404243633,166.5114267826201,300.13044249002724,458.82377831479374,2.8897305512073213,0.9096265303913412,0.02707897585345547
61,California,Los Angeles,2012,21.169009149183935,0.021719016783216985,0.5202906629370633,9953555,4752.32,58614,41074,5320,21269,14485,26589,588.8750300771935,412.65658350207536,53.44824035231633,213.68244813034136,145.52589501941767,267.1306884826577,2094.4622836846006,24.428701752522993,1.6388113731573963,0.022361335646016577
62,Illinois,Saint Clair,2012,12.12912738910507,0.025506252918287883,1.177891626459144,268612,673.99,2364,1515,234,719,562,953,880.0798177296621,564.0105430881717,87.11449972450971,267.67233035009605,209.22371301356603,354.78683007460575,398.5400376860191,14.3943619628297,2.8418638095426187,0.021613818317418602
63,Arkansas,Pulaski,2012,10.568827552289793,0.0278839234449761,1.3046150054682102,388905,807.91,3503,2069,314,1067,688,1381,900.7341124439132,532.0065311579949,80.73951222020801,274.3600622259935,176.90695671179336,355.0995744462015,481.3716874404328,9.781271874242213,1.8622193460421113,0.02584575493321336
