,avg(NO2 Mean),avg(CO Mean),avg(O3 Mean),avg(SO2 Mean),population_density,num_factory
0,15.374838230320675,0.6237655685131194,0.03521986588921278,3.772486897959189,1265.059846472878,1960
1,16.518028031249994,0.9843636931818175,0.025053090909090917,1.3781815767045438,1014.0141297366732,494
2,3.6785404150943424,0.04116592138364778,0.034708018867924566,0.19815454088050305,54.76334599781055,38
3,22.640060887955165,0.2770012492997201,0.023350182072829195,5.415251205882345,3066.019099753072,4336
4,11.187756578553632,0.2391796633416462,0.026627758104738247,2.7627239862842883,478.3595893891656,1898
5,13.861130076190467,0.3458517333333332,0.026975033333333332,4.927754383333338,707.6283087358576,716
6,17.343368067321112,0.2033186549789616,0.026879849929873828,6.694274297335203,598.0344570424583,4528
7,15.287580371257468,0.872974359281437,0.029781718562874253,7.350800841317349,2134.538959589194,2228
8,13.31357159889352,0.5254420024204732,0.021580661134163282,1.7136692800829807,1182.796878506071,1396
9,21.451082074766404,0.507266247663551,0.02262551869158884,5.22178614719626,8340.897269180754,194
10,21.793607648809456,0.8437892797619039,0.02337165178571436,1.1732126175595254,211.58641859522632,2800
11,14.584713320388325,0.47242930388349674,0.02155522330097091,2.9166932572815534,1228.8444734595491,1834
12,15.683156520930217,0.2806523720930227,0.027143920930232518,5.246789083720921,419.3499132192368,1300
13,13.326706222527536,0.6378479848901094,0.017041090659340678,1.5073813406593402,435.0686442079726,580
14,11.581462330188693,0.13731758962264104,0.030132665094339633,5.127430198113201,912.3804854130916,524
15,30.785561947368386,0.9134548245614039,0.010753350877192983,2.6354543157894734,81.06377947642927,780
16,20.298692548476506,0.7123935249307484,0.01659166204986147,2.3521817853185603,3349.575229634741,2100
17,19.82586423853211,0.6760225779816509,0.02782826146788995,5.088665020642204,5263.628117913831,1304
18,4.544944520000001,0.26560508714285663,0.024191437142857073,0.97424439857143,420.5917198709932,802
19,13.164404794392526,0.4009491238317755,0.025036677570093438,4.188860549065419,220.04672088596644,310
20,17.07161772046107,0.4231928371757919,0.027223118155619667,2.27827136311239,91.816911585472,1522
21,16.219249823255808,0.20689313023255795,0.026185660465116282,9.956341813953488,356.9775968199448,1250
22,10.098496323660717,0.011519950892857149,0.030323386160714276,3.9111534609375,192.20029393239557,212
23,15.669884259515573,0.37935275086505166,0.027930747404844275,4.007578181660899,960.5963192156232,2354
24,12.235175788764021,0.4487636719101122,0.02550659775280898,5.665778925842693,1740.1003512293023,1752
25,14.90246898904114,0.6113879547945195,0.01706601643835616,2.1380578726027406,303.763472279038,628
26,21.79836137643678,0.3942659755747124,0.031421954022988335,1.430238689655176,85.01943909374084,4172
27,20.37871040028166,1.004469941811359,0.023057203190990166,3.286237347489433,621.7151429985505,6994
28,12.623951981395363,0.10768241162790712,0.02527393953488373,6.752050186046507,235.6527293844367,532
29,27.99071698128899,0.6790548690228695,0.0167293762993763,8.865486465696458,23208.8122605364,964
30,32.629064940789426,0.9561494849624039,0.021328077067669142,2.3195023688909764,333.0293359465618,6700
31,20.5221819093445,0.5848397656903758,0.02028053277545327,6.277910829149231,2236.179093984797,1226
32,26.437457477272847,0.7028934048295447,0.0171048607954545,6.064269409801127,3288.747866828961,14998
33,14.834309844339634,0.1011644905660377,0.02321618396226423,4.760835089622642,408.640807316304,420
34,11.536044631578955,0.5186326315789473,0.024407947368421053,1.6400812105263167,741.2438545930105,818
35,14.843473667418248,0.500316404735061,0.02849691995490425,1.108036433483654,669.7432865237744,1262
36,17.201109451369245,0.6721451907459873,0.022605207271010338,9.814693289896136,2383.788500774317,970
37,25.658678797395048,0.5675842691751084,0.015619484804630905,5.057226324167866,10636.038687973089,2388
38,5.564645086338397,0.23942627149791554,0.03223900208044393,0.3129000825242714,105.38083576985191,1030
39,16.683806709401747,0.22165795512820488,0.025515542735042793,5.382711901709408,95.94016179429012,168
40,6.349260363636361,0.05782308636363635,0.041106522727272755,1.7972908590909116,50.86754126110876,122
41,3.505006922600611,0.6096305804953582,0.03277916099071211,0.6224632368421052,15.782963634864352,20
42,16.867261001501504,0.3821911186186183,0.019522962462462486,6.106435821321323,1912.704385535663,8502
43,14.224821601659741,0.1531923672199173,0.028975522821576782,6.93841808921161,307.4337267502935,70
44,21.182386522499954,0.29011987250000026,0.026259879999999992,9.566587915000007,1720.9807581271064,2828
45,15.64554037209299,0.15549933488372106,0.02889121860465113,2.029326258139535,1538.7552054485404,2780
46,17.819554465116276,0.30597145813953497,0.023523786046511633,5.901920865116276,431.6121430551705,1144
47,17.042928841346193,0.5397413293269229,0.02146298557692308,6.847838081730777,260.8826285903302,372
48,18.496511986928112,0.39271552287581724,0.024390222222222216,0.9480096884531595,2441.3821558638747,6532
49,12.453038323033741,0.7250718848314612,0.02626126123595507,1.9739121432584248,892.4973364797722,1728
50,34.818698232857415,1.0042359007142851,0.01950216928571426,1.661781010714285,2003.0928051983035,35154
51,19.570087912568287,0.8127964002732242,0.025964174863387916,1.8514093770491815,3002.699623381967,11332
52,25.830374267441933,0.5796151540697672,0.018580252906976732,6.511373161337209,12570.50465181844,3742
53,13.796579651034488,0.2726072572413789,0.02097238758620687,1.756503863448278,341.0662210871416,2150
54,3.412380952380956,0.2118969285714285,0.0401764920634921,0.15272934126984142,21.89794574886485,80
55,13.168646236714979,0.42312737681159346,0.024375913043478324,1.9266115676328495,459.1234905396388,578
56,18.99337378594254,1.1358751837060705,0.02679258785942494,2.201262487220448,31.76226216399529,124
57,12.040217668246441,0.06000083175355458,0.02634225592417061,3.0993099905213266,244.97600394559632,320
58,14.446026635467994,0.2430445738916253,0.03200748275862075,3.118844628078817,1557.82304552075,2776
59,13.848995562814055,0.49243714321608084,0.029116155778894454,3.1998894221105547,457.8255160686226,596
60,12.229755167938967,0.4788479083969464,0.035227854961832096,2.956262694656487,752.7233537574774,800
61,14.988355825910887,0.13310134817813768,0.02736831983805671,4.926583479757082,96.01720669434576,174
62,24.048433761538412,0.2977262576923078,0.0191942307692308,5.902048490384625,5831.864745565087,1024
63,18.854467862573106,0.3850971111111114,0.022394932748537922,0.9933401315789466,2474.961215575385,6502
64,14.438936757723553,0.4300565406504063,0.03131759674796757,0.673712818699186,679.1456023651145,1270
65,24.208195915068547,0.7831258095890405,0.024573016438356077,0.8161215397260284,221.3411904197946,2970
66,14.909096177570119,0.31255939485981316,0.023768794392523336,9.29040904205607,259.34450631236564,388
